U,V,magnetization,charge_density
-1.0,-4.0,"0.026311814190581935, 0.44059944605861556, 0.03252919129531473, 0.4788804945514507, 0.021679053904037147","0.06829679272396602, 1.4803445512894058, 1.9577847913956405, 1.4340232646160882, 0.05955059997489839"
-1.0,-3.6666666666666665,"0.026092316351902897, 0.4601701948349303, 0.03854934237280583, 0.44683031937692597, 0.02835782706343505","0.07082789491163803, 1.4440713124307296, 1.9491261855092044, 1.461142733069814, 0.07483187407861486"
-1.0,-3.3333333333333335,"0.03240016337345737, 0.44426008923664895, 0.04651693171935756, 0.44448968449229487, 0.03233313117824102","0.08524699043337357, 1.4463707251834594, 1.9372223981359444, 1.4460255348267896, 0.08513435142043133"
-1.0,-3.0,"0.039561121941391865, 0.42820379283145193, 0.05708763570100772, 0.44094885707179593, 0.03419859245435264","0.10267716676810659, 1.4515591913182007, 1.9223049719348184, 1.4293523450328596, 0.09410632494601492"
-1.0,-2.6666666666666665,"0.04575771669183995, 0.41899021077305787, 0.0713405456484899, 0.4171937739744592, 0.04671775291215357","0.1189497150083084, 1.4290293835248165, 1.8995286853518494, 1.4321403167915947, 0.12035189932343124"
-1.0,-2.3333333333333335,"0.05807053338171078, 0.396494161601203, 0.09086994940214455, 0.3964955190791317, 0.05806983653581014","0.1468986299059335, 1.4191439373310717, 1.8679182197888047, 1.4191417575067524, 0.14689745546743913"
-1.0,-2.0,"0.07478332730302396, 0.36625602588575057, 0.11792164795074667, 0.3662552123605065, 0.07478378649997242","0.18484129377383085, 1.4042363929416608, 1.8218426011044442, 1.4042376954597915, 0.18484201672027334"
-1.0,-1.6666666666666667,"0.09983729675068018, 0.3229697653663075, 0.15438699797737487, 0.3229648153197142, 0.09984112458592352","0.24050735453912994, 1.382976762772065, 1.7530161190124414, 1.382985558959969, 0.24051420471639595"
-1.0,-1.3333333333333333,"0.13706053489477185, 0.2631209506610278, 0.1996370459328356, 0.26312087500231707, 0.13706059350904806","0.3242226603853464, 1.3506364507261606, 1.6502815195282354, 1.350636581295064, 0.32422278806519544"
-1.0,-1.0,"0.1875339519555912, 0.18953641555216416, 0.24585926133029168, 0.18953638710237708, 0.18753398405957616","0.4481564404988897, 1.3000756816481325, 1.503535612836446, 1.3000757315961318, 0.44815653342040246"
-1.0,-0.6666666666666666,"0.24137969553675354, 0.11923779842071458, 0.2787650120927665, 0.11923779846320948, 0.24137969548655624","0.6160040621344397, 1.2250256306503453, 1.3179406147188748, 1.2250256305859302, 0.6160040619104096"
-1.0,-0.3333333333333333,"0.27739163180990506, 0.07518992862302365, 0.29483687913413736, 0.07518992862301832, 0.2773916318099161","0.8095382288556547, 1.1247927088968992, 1.1313381244948386, 1.1247927088969005, 0.8095382288557098"
-1.0,0.0,"0.28490946635996056, 0.06010086822465399, 0.30997933083077206, 0.06010086822464494, 0.28490946635996894","0.9999999999996876, 1.000000000000069, 1.0000000000000187, 0.9999999999998586, 1.0000000000003673"
-1.0,0.3333333333333333,"0.27407986053118727, 0.05689415731306258, 0.33805196431126205, 0.05689415731287689, 0.27407986053161154","1.1741153212139386, 0.8478112593956684, 0.9561468387814025, 0.8478112593961975, 1.1741153212127944"
-1.0,0.6666666666666666,"0.25898759595388254, 0.05150557012904894, 0.37901366849258455, 0.05150557041008935, 0.25898759501439395","1.330849825243745, 0.6724931948978872, 0.9933139589808334, 0.6724931940407664, 1.3308498268367677"
-1.0,1.0,"0.24676367033172297, 0.041350176001066, 0.42377230743080757, 0.041350176025052005, 0.24676367021135204","1.4636755963478492, 0.49770457004078167, 1.0772396671319402, 0.49770456995457557, 1.4636755965248551"
-1.0,1.3333333333333333,"0.23859420707205736, 0.030273486979477487, 0.4622646075815453, 0.030273486515095926, 0.2385942118518246","1.5630344234884501, 0.35353415339154737, 1.166862850287186, 0.3535341552066755, 1.563034417626143"
-1.0,1.6666666666666667,"0.23338826304032412, 0.02139743678961592, 0.4904282603365845, 0.021397418939934118, 0.23338862089354184","1.6295943267781583, 0.25091448740410077, 1.2389826951837848, 0.2509145702586761, 1.6295939203752832"
-1.0,2.0,"0.2299970229301488, 0.01520444923626356, 0.5095871713406492, 0.015203921379869562, 0.2300074351130691","1.6722447162688168, 0.18250662105234955, 1.2905070511407357, 0.18250818982462028, 1.6722334217134787"
-1.0,2.3333333333333335,"0.2277128140822211, 0.01105117587187636, 0.5224610564847066, 0.011050890616385256, 0.22772406294481162","1.6998030122392758, 0.13711298357869062, 1.3261785821844505, 0.13711439846475384, 1.699791023532833"
-1.0,2.6666666666666665,"0.22611020867088305, 0.008249959834172323, 0.5312501241820815, 0.008249708151288365, 0.22613999916157435","1.718206032681738, 0.10626621223656704, 1.3510839576098064, 0.10626892900500956, 1.7181748684668796"
-1.0,3.0,"0.2260955775658552, 0.006308968900633184, 0.5374119670715432, 0.006335118000950837, 0.2238483684610184","1.7297671709948674, 0.08473189349071034, 1.3688546184728039, 0.08454230261093525, 1.732104014430686"
-1.0,3.3333333333333335,"0.1886000530627555, 0.005231477900798993, 0.5394269650271611, 0.0047535591489901025, 0.2619879448602944","1.7773127346211917, 0.06625051571023395, 1.3851066800639424, 0.07029100723039715, 1.7010390623742335"
-1.0,3.6666666666666665,"0.21583310313033177, 0.003987331877191663, 0.5450790524870082, 0.003944189069628259, 0.2311563234358408","1.7547434484599664, 0.05680804139011375, 1.3918244502090105, 0.057617069285076844, 1.7390069906558332"
-1.0,4.0,"0.21901707164437156, 0.003224304798476768, 0.547542223960332, 0.003176815669137311, 0.22703958392768264","1.7561081364180204, 0.04815311264703569, 1.399368775666798, 0.048389330171309586, 1.7479806450968383"
-0.5,-4.0,"0.4586340772301768, 0.2017573943209472, 0.07483098187158799, 0.0035416135369563118, 0.2612359330403321","0.590669788391298, 1.2498566525612869, 1.841834695540119, 0.9708075194745811, 0.3468313440327154"
-0.5,-3.6666666666666665,"0.0852092730630393, 0.38238894755362385, 0.03887091917555685, 0.4655056956124158, 0.028025164595364454","0.15363395501538282, 1.51111805086083, 1.9351006671717585, 1.3254229985086758, 0.07472432844335467"
-0.5,-3.3333333333333335,"0.03726851888704778, 0.4479509967577488, 0.046599173637023816, 0.4285471697463882, 0.03963414097179149","0.09960310431128268, 1.4215898809723422, 1.9297859483661486, 1.4439533403347262, 0.10506772601550057"
-0.5,-3.0,"0.04767475229017915, 0.4257509197362915, 0.05694363338776398, 0.4186344655800286, 0.050996229005736096","0.12249700932596799, 1.4145759471417811, 1.9093228888888456, 1.4260711080335255, 0.12753304660987846"
-0.5,-2.6666666666666665,"0.059304144685516716, 0.40482654356115266, 0.07177288211314348, 0.404747229457482, 0.05934920018270585","0.1498868675399253, 1.4086920794872706, 1.8826469564837738, 1.4088228503944773, 0.14995124609455607"
-0.5,-2.3333333333333335,"0.07407795565972816, 0.37973162271124283, 0.09238906533082081, 0.37971239384968214, 0.074088962448526","0.18442584044129043, 1.3936913467448442, 1.8437154845247181, 1.3937238571388209, 0.1844434711503272"
-0.5,-2.0,"0.09546875790461108, 0.34386382236741553, 0.12133617659047069, 0.3438597332374327, 0.09547150990006985","0.23264773423527074, 1.3741337822366246, 1.7864252081941272, 1.3741409038297485, 0.23265237150422902"
-0.5,-1.6666666666666667,"0.12690563296604826, 0.2927779970719002, 0.16063276167866958, 0.2927778789409472, 0.12690572934243444","0.3014968490680907, 1.347533503117364, 1.7019389140216188, 1.3475337078058698, 0.30149702598705697"
-0.5,-1.3333333333333333,"0.17122074602837792, 0.22450775158965341, 0.20854300743818877, 0.22450771300015882, 0.17122078194362078","0.3989778670160039, 1.3100924285372197, 1.5818592635276247, 1.3100924927886357, 0.39897794813051657"
-0.5,-1.0,"0.22525177946392577, 0.14714382199200327, 0.25520879709185273, 0.14714382152174532, 0.22525177993047418","0.5282841654915358, 1.257972406136684, 1.4274868546440587, 1.257972406923016, 0.5282841668047082"
-0.5,-0.6666666666666666,"0.27508403701459905, 0.08118278593623485, 0.2874663541059573, 0.08118278600046458, 0.27508403694274436","0.6808106721377569, 1.18982798256708, 1.25872269085768, 1.1898279824877975, 0.680810671949688"
-0.5,-0.3333333333333333,"0.3044112442264676, 0.043307136555491565, 0.30456323843608274, 0.043307136555490566, 0.3044112442264682","0.8413669651665877, 1.1052874896030056, 1.1066910904608054, 1.1052874896030072, 0.8413669651665938"
-0.5,0.0,"0.30865629613307166, 0.031591128592717954, 0.31950515054842005, 0.03159112859271801, 0.30865629613307277","0.9999999999999967, 1.0000000000000018, 1.0000000000000002, 0.9999999999999982, 1.0000000000000047"
-0.5,0.3333333333333333,"0.2957081908562799, 0.032174536761199524, 0.34423454476504506, 0.032174536761201744, 0.29570819085627353","1.1536305928954065, 0.8672000309738862, 0.9583387522614097, 0.8672000309738801, 1.1536305928954185"
-0.5,0.6666666666666666,"0.2769277753709427, 0.03258159765503332, 0.3809812539448666, 0.03258159765314106, 0.2769277753760164","1.3001106816226353, 0.7074467432065785, 0.9848851503449706, 0.7074467432104729, 1.3001106816153438"
-0.5,1.0,"0.26013926713774627, 0.02835557572435682, 0.4230103144211349, 0.028355575785256326, 0.2601392669315059","1.4312591691243686, 0.5388951992385933, 1.0596912631500865, 0.5388951991010003, 1.4312591693859515"
-0.5,1.3333333333333333,"0.24805687450254266, 0.02160614552331047, 0.4606739591968839, 0.021606145301551805, 0.24805687547571154","1.535290425525384, 0.3907103629480183, 1.1479984237789465, 0.39071036353796873, 1.5352904242096836"
-0.5,1.6666666666666667,"0.2401293912554615, 0.015424909820639904, 0.4888914249207988, 0.0154249138383728, 0.24012936016472708","1.6084867468966362, 0.27965071485476967, 1.2237250498810501, 0.2796507078007314, 1.608486780566814"
-0.5,2.0,"0.234978206788638, 0.01091658805953677, 0.5082106850577053, 0.010916602709740583, 0.2349779173843779","1.656811506880322, 0.2033706330103374, 1.2796354571419537, 0.2033705702358693, 1.656811832731515"
-0.5,2.3333333333333335,"0.23153731824259083, 0.007878696176590136, 0.5211684529462797, 0.007878713077010671, 0.23153681955752958","1.688478995477603, 0.15211451709643942, 1.3188125554009356, 0.15211441871124082, 1.6884795133137858"
-0.5,2.6666666666666665,"0.22909728498409265, 0.005850782298781956, 0.5299898211771582, 0.005848541501949529, 0.2292135700380178","1.7097722744124717, 0.11718999191890367, 1.3461848584282463, 0.1172010412308975, 1.7096518340094833"
-0.5,3.0,"0.22334091641358844, 0.004544929824151146, 0.5361361022597472, 0.004374659228249929, 0.23160339227426252","1.7286131691826214, 0.09250688203233318, 1.3656615418390996, 0.09313341944588904, 1.7200849875000563"
-0.5,3.3333333333333335,"0.2270142180741085, 0.003493293012633597, 0.5405992863845025, 0.0035260521019414223, 0.22536715042681332","1.7340880923749946, 0.07522412140781157, 1.379784195243182, 0.07508681590269894, 1.735816775071313"
-0.5,3.6666666666666665,"0.22436952334272242, 0.0028080329329776763, 0.5438992678835632, 0.0027915980445056797, 0.2261315777962314","1.7436542209310892, 0.06199686190290211, 1.3904100207202226, 0.06207919082858927, 1.7418597056171996"
-0.5,4.0,"0.20059818559467557, 0.002482112088134803, 0.5446071353516257, 0.0019845888884924244, 0.25032797807707186","1.7731443133856222, 0.050932256587100724, 1.4000385269376168, 0.0535313812040506, 1.7223535218856103"
0.0,-4.0,"0.04238177106998815, 0.4292330687981416, 0.03156728039015266, 0.46236660326434487, 0.03445127647737286","0.10225298279720092, 1.453388363654618, 1.9463830326430687, 1.408710773284823, 0.08926484762028886"
0.0,-3.6666666666666665,"0.045770136378135734, 0.4339088541180174, 0.037523405205205695, 0.4386203962503549, 0.04417720804828649","0.11290779079614494, 1.425123354212185, 1.9334155902646604, 1.418118197480391, 0.11043506724661817"
0.0,-3.3333333333333335,"0.053364881708703425, 0.4239179038847189, 0.04534187372664067, 0.4240926134753581, 0.05328272720457911","0.1317559220157328, 1.4105346829760983, 1.9158064594217434, 1.4102629323447666, 0.13164000324165792"
0.0,-3.0,"0.06340831604554847, 0.4087994340587291, 0.05615421927417652, 0.4077057056217881, 0.0639323249997575","0.15641347734353508, 1.3965120414934373, 1.8915664837125998, 1.3982723099963417, 0.15723568745408562"
0.0,-2.6666666666666665,"0.07601472925388683, 0.3899554394898706, 0.07128631746103997, 0.3831377931514949, 0.07960572064370794","0.1870700119408966, 1.3762306285380344, 1.8569605039306931, 1.3869203815641944, 0.19281847402618255"
0.0,-2.3333333333333335,"0.09659250021093232, 0.35656512857696065, 0.09368900652532552, 0.35655543668991596, 0.09659792799686599","0.23357007658004428, 1.3626495049169234, 1.8075357478400234, 1.3626652397683776, 0.23357943089463323"
0.0,-2.0,"0.1237085676016789, 0.31327491927974327, 0.1260325403773972, 0.3132765733067475, 0.12370739943443321","0.2934696356642178, 1.3387821720612778, 1.7355012489513548, 1.3387794252903051, 0.29346751803284427"
0.0,-1.6666666666666667,"0.162068929817014, 0.25261719232295454, 0.17062779815635787, 0.25261687745530914, 0.16206920224836543","0.3753135681625812, 1.307976340407088, 1.6334191336038262, 1.3079768490071548, 0.3753141088193527"
0.0,-1.3333333333333333,"0.2120712155112594, 0.17612603546171368, 0.22360549735578295, 0.17612602183975135, 0.2120712298314921","0.4821441394229382, 1.2678494902892599, 1.500012689919552, 1.2678495102332343, 0.48214417013501376"
0.0,-1.0,"0.26582847964853346, 0.09823589842959513, 0.2718712439142378, 0.09823589868551419, 0.26582847932211895","0.6077070886867457, 1.2175872095605924, 1.349411404779108, 1.2175872092713185, 0.6077070877022349"
0.0,-0.6666666666666666,"0.3090836169716105, 0.03922285204035669, 0.30338706197588095, 0.03922285203993636, 0.30908361697221604","0.7392133703261736, 1.1580610962527125, 1.2054510668405594, 1.1580610962531876, 0.7392133703273671"
0.0,-0.3333333333333333,"0.33191367115772585, 0.008076262547044077, 0.320020132590458, 0.00807626254704541, 0.33191367115772613","0.8696106523103614, 1.087705712895905, 1.0853672695874719, 1.0877057128959038, 0.8696106523103573"
0.0,0.0,"0.3333333333333345, 0.0, 0.33333333333333287, 1.1102230246251565e-15, 0.3333333333333318","1.0000000000000009, 1.0000000000000002, 1.0, 1.0000000000000013, 0.9999999999999988"
0.0,0.3333333333333333,"0.31883143895512117, 0.0041915272746645416, 0.3539540675404437, 0.004191527274675588, 0.318831438955095","1.1330174265915793, 0.8863832256597498, 0.9611986954973283, 0.8863832256597348, 1.1330174265916064"
0.0,0.6666666666666666,"0.2969278321215048, 0.01022061226155474, 0.3857031112337726, 0.010220612261481077, 0.29692783212168716","1.267546843111539, 0.7437967804592982, 0.9773127528584238, 0.743796780459412, 1.2675468431113277"
0.0,1.0,"0.2754876488804979, 0.012384067279659905, 0.4242565676869345, 0.0123840672840278, 0.2754876488688801","1.3954559469938168, 0.5841903282797815, 1.0407074494469633, 0.5841903282722594, 1.3954559470071808"
0.0,1.3333333333333333,"0.2588558821284035, 0.010781590935626861, 0.46072505282859944, 0.010781590573278793, 0.25885588353409217","1.5035940897114428, 0.43379464259197537, 1.1252225363392085, 0.43379464321183436, 1.5035940881455423"
0.0,1.6666666666666667,"0.24754139532690345, 0.007993048255352297, 0.4889310981247121, 0.007993045172209612, 0.24754141312082245","1.584001001549952, 0.3140953193765954, 1.2038073718333737, 0.3140953245672611, 1.5840009826728172"
0.0,2.0,"0.2401814890316608, 0.005635662041361622, 0.5083671421438604, 0.0056357771533075834, 0.2401799296298095","1.6389803582993565, 0.22871761153575315, 1.2646027154598554, 0.22871732726395838, 1.6389819874410771"
0.0,2.3333333333333335,"0.2353399061856981, 0.004014770368606396, 0.5212916959356209, 0.004014830268764785, 0.23533879724130968","1.6755973849444765, 0.17034541422354796, 1.3081134091124251, 0.17034526754235732, 1.6755985241771933"
0.0,2.6666666666666665,"0.23210663954245325, 0.002956681696306404, 0.5299802636106024, 0.002961546623679173, 0.23199486852695883","1.7001984526399245, 0.13040195751413797, 1.3386934488744413, 0.13039242001774978, 1.700313720953746"
0.0,3.0,"0.22967657848469147, 0.00226303842422039, 0.536005665445596, 0.0022604789411041284, 0.22979423870438787","1.7173756528867163, 0.10247353215363005, 1.360412099886197, 0.10248169173967156, 1.7172570233337827"
0.0,3.3333333333333335,"0.22792482432299377, 0.001790309926310532, 0.5403189312563927, 0.0017868517037736426, 0.22817908279052923","1.7296147777807938, 0.08243477841874863, 1.3761423338121026, 0.08244914585974547, 1.7293589641286093"
0.0,3.6666666666666665,"0.2246972994279981, 0.0014732807718505492, 0.5434958286572742, 0.0014150619881562673, 0.2289185291547211","1.740518395138836, 0.06758258905459061, 1.3878399483421162, 0.06775260959796556, 1.7363064578664917"
0.0,4.0,"0.22534322679354746, 0.0012117746146779254, 0.5459279936247011, 0.0012021886674226136, 0.2263148162996501","1.745677199791265, 0.05647120668595594, 1.3966473687808492, 0.05651915716496474, 1.7446850675769636"
0.5,-4.0,"0.05717636841913074, 0.41517500115650907, 0.0295746090136777, 0.44601274291415427, 0.05206127849652842","0.12922572986541073, 1.4270785759543698, 1.9341715378620963, 1.3905947520188766, 0.11892940429924884"
0.5,-3.6666666666666665,"0.05825871098475414, 0.4248203222816216, 0.03593855690583303, 0.4268039928665674, 0.05417841696122386","0.140132161511538, 1.4059080492121814, 1.9202862524752142, 1.3981805887992067, 0.13549294800186004"
0.5,-3.3333333333333335,"0.07037708844496618, 0.40861578550297395, 0.04292502396168385, 0.40681132008126525, 0.0712707820091105","0.1662947449102545, 1.383684467475257, 1.8957375906023486, 1.3866134161572905, 0.16766978085484802"
0.5,-3.0,"0.08451357788587878, 0.38853408414095447, 0.05392856020522152, 0.3884922297063643, 0.0845315480615815","0.19927542298757928, 1.3687391198122016, 1.8638624273550524, 1.3688101899295324, 0.199312839915637"
0.5,-2.6666666666666665,"0.10231239247111626, 0.36247140109866904, 0.07049585479628118, 0.3623290381643325, 0.10239131346960115","0.2406223794603584, 1.3496571110775104, 1.8190575101808109, 1.3498911432851937, 0.24077185599612574"
0.5,-2.3333333333333335,"0.1263881424457043, 0.32547486194715736, 0.09627966502443608, 0.3254617639035251, 0.12639556667917756","0.29480407828480215, 1.3274051246327438, 1.7555427730419035, 1.3274278924618579, 0.2948201315786937"
0.5,-2.0,"0.1596321022448564, 0.27253091869525137, 0.13567389972551203, 0.272531135288155, 0.15963194404622538","0.36634344663669066, 1.3004080788601542, 1.6664976160414307, 1.3004077255024122, 0.36634313295931276"
0.5,-1.6666666666666667,"0.20433150275477918, 0.2007181498960866, 0.1899006761187929, 0.20071836571051327, 0.20433130551982864","0.4588170703626693, 1.2669764980909533, 1.548413551616098, 1.2669761847000678, 0.4588166952302139"
0.5,-1.3333333333333333,"0.2571052080947846, 0.11797706042496359, 0.24983546500966336, 0.117977076146916, 0.25710519032367307","0.5684168875134834, 1.226375847716755, 1.410414586173172, 1.226375829826091, 0.5684168487705"
0.5,-1.0,"0.3066754367720143, 0.04414389007010655, 0.2983613463084361, 0.04414389005790542, 0.306675436791538","0.6823749457162571, 1.1802170918757435, 1.274815924767216, 1.1802170918820396, 0.6823749457587454"
0.5,-0.6666666666666666,"0.34199627928968757, -0.00545975757149475, 0.3269269565636999, -0.005459757571426915, 0.3419962792895349","0.7907955947629486, 1.129703571517631, 1.159001667439035, 1.1297035715175716, 0.790795594762815"
0.5,-0.3333333333333333,"0.3588746234601211, -0.0293859949698968, 0.34102274301954116, -0.02938599496990446, 0.3588746234601385","0.894524577811285, 1.0719770834008053, 1.0669966775758186, 1.0719770834008033, 0.8945245778112874"
0.5,0.0,"0.35800125788724924, -0.03372664623130478, 0.35145077668810326, -0.03372664623130517, 0.35800125788725745","1.0000000000000004, 0.9999999999999998, 0.9999999999999998, 0.9999999999999997, 0.9999999999999997"
0.5,0.3333333333333333,"0.3426933044394313, -0.026429157928107627, 0.3674717069773522, -0.026429157928106073, 0.3426933044394301","1.1127650216007996, 0.9048012135277753, 0.9648675297428485, 0.9048012135277749, 1.1127650216008018"
0.5,0.6666666666666666,"0.3186610734103559, -0.015490489151467612, 0.3936588314822778, -0.015490489151426479, 0.3186610734102608","1.2336985193855268, 0.7804972549957094, 0.971608451237493, 0.7804972549956646, 1.2336985193856063"
0.5,1.0,"0.29299367824431666, -0.0069533766599794156, 0.4279193968328506, -0.006953376658972998, 0.29299367824178535","1.356310965611589, 0.6327701547840793, 1.021837759207524, 0.6327701547827332, 1.356310965614076"
0.5,1.3333333333333333,"0.2714030322986293, -0.002715195483318472, 0.4626243262760946, -0.0027151955251789317, 0.27140303243377395","1.4673770053889217, 0.48290392447892905, 1.0994381403453044, 0.48290392453943853, 1.4673770052474084"
0.5,1.6666666666666667,"0.25597668563378506, -0.001315313600437823, 0.4906772539136761, -0.0013153141837441984, 0.25597668823672104","1.5552816977585373, 0.35511254771998835, 1.1792115109015737, 0.3551125485905341, 1.5552816950293686"
0.5,2.0,"0.24582608720434063, -0.0009307084499343143, 0.5102092183257421, -0.0009307152750918091, 0.2458261181949437","1.6179779851792992, 0.25954622634618235, 1.2449516000724719, 0.2595462349882854, 1.6179779534137653"
0.5,2.3333333333333335,"0.2392378301875574, -0.0007400765702210432, 0.5230054334631451, -0.0007399726333974788, 0.23923678555291583","1.6605940885681516, 0.1926231343908846, 1.2935646813932795, 0.1926229121008753, 1.66059518354681"
0.5,2.6666666666666665,"0.2349118184266904, -0.0005635658345389538, 0.531403020456927, -0.0005582401062303038, 0.23480696705715187","1.6893990591491583, 0.14646170595519134, 1.3281837229770743, 0.14644870618078643, 1.689506805737793"
0.5,3.0,"0.23179832927938038, -0.00039249720286410605, 0.5370944809787561, -0.0003944685263569947, 0.23189415547108505","1.7094240788981712, 0.11420470583714099, 1.352831562047595, 0.11421401916191709, 1.7093256340551775"
0.5,3.3333333333333335,"0.22969633904586606, -0.00024963590658357016, 0.5410966041379146, -0.00024981171032210925, 0.2297065044331258","1.7235068468884887, 0.09118554712037354, 1.3706247884493599, 0.09118620954812194, 1.723496607993659"
0.5,3.6666666666666665,"0.23026640564663803, -0.0001825352839027114, 0.5440524566568016, -7.637175787474776e-5, 0.22594004473833873","1.731601388826244, 0.07449627190771618, 1.3836881761159834, 0.07423565540184854, 1.7359785077482113"
0.5,4.0,"0.2264121274821118, -4.777362293949261e-5, 0.5461352564097438, -5.892612783412257e-5, 0.22755931585891787","1.7420517290849042, 0.06161402183937704, 1.3937652348390404, 0.06167491522488558, 1.7408940990117947"
1.0,-4.0,"0.15487097145822112, 0.21318169138203646, 0.026899662016375725, 0.5908215381580636, 0.014226136985303409","0.2779762651113189, 1.6334386542003894, 1.9161368168097064, 1.1100661946033208, 0.06238206927526578"
1.0,-3.6666666666666665,"0.0798839338029172, 0.4050874435468446, 0.03141356088177405, 0.40231506312671145, 0.08129999864175304","0.178884582036272, 1.3699471393564404, 1.895818333449509, 1.374328309468059, 0.1810216356897224"
1.0,-3.3333333333333335,"0.0944780945566394, 0.3860909581258992, 0.03891156280274033, 0.3859999713245265, 0.09451941319019425","0.21215746086420229, 1.3551212864859767, 1.8650775986311492, 1.3553625845331705, 0.2122810694855014"
1.0,-3.0,"0.11133288297105413, 0.3636425345517652, 0.05078977341156654, 0.3618240153279884, 0.11241079373762601","0.2513702319085725, 1.3348942423308565, 1.8229687825431602, 1.3376354652546008, 0.2531312779628136"
1.0,-2.6666666666666665,"0.13375871718416615, 0.33078124942650544, 0.0709218113143425, 0.33077743133022347, 0.13376079074476202","0.3023891786170302, 1.3150498731779205, 1.7651108415079264, 1.3150563095618724, 0.3023937971352495"
1.0,-2.3333333333333335,"0.16279519434699652, 0.28471568279702864, 0.10497812478383128, 0.2847161431018381, 0.16279485497030588","0.36654441742445465, 1.2906215642364325, 1.6856693307102255, 1.2906208813344862, 0.3665438062944034"
1.0,-2.0,"0.20210238743547942, 0.21892176217573045, 0.15795195632908443, 0.21892031583701843, 0.20210357822268726","0.44887372636709083, 1.2613228220073545, 1.5796026592718775, 1.2613248647746973, 0.44887592757898037"
1.0,-1.6666666666666667,"0.25168733646851216, 0.1354169820275496, 0.22579137137127347, 0.13541708775543004, 0.2516872223772342","0.5484364756891482, 1.2260878283996464, 1.4509517419508726, 1.226087692370505, 0.5484362615898271"
1.0,-1.3333333333333333,"0.3033265525559627, 0.05158505616003117, 0.29017678270038594, 0.05158505643807809, 0.30332655214554244","0.6534123170722042, 1.1867023802627248, 1.3197706062621073, 1.1867023800444216, 0.6534123163585419"
1.0,-1.0,"0.3454606497830343, -0.012477027768771576, 0.33403275596593723, -0.012477027772206273, 0.3454606497920067","0.7500112676940813, 1.1462329666634612, 1.2075115312764555, 1.146232966662894, 0.750011267703111"
1.0,-0.6666666666666666,"0.37249960813295413, -0.05072286701189954, 0.3564465177578441, -0.05072286701190387, 0.372499608133005","0.8355494980332705, 1.1046657468993137, 1.119569510134811, 1.1046657468993226, 0.8355494980332809"
1.0,-0.3333333333333333,"0.3841927260173234, -0.06731637529889767, 0.366247298563144, -0.06731637529889711, 0.38419272601732724","0.9161973208205936, 1.0581261506486175, 1.0513530570615774, 1.0581261506486181, 0.9161973208205942"
1.0,0.0,"0.3816207471027633, -0.06814739852517548, 0.37305330284481486, -0.06814739852518065, 0.38162074710277827","1.0, 1.0000000000000002, 1.0000000000000007, 1.0000000000000002, 1.0000000000000004"
1.0,0.3333333333333333,"0.36632533110722343, -0.058550885294202715, 0.3844511083739648, -0.05855088529419833, 0.36632533110721316","1.0934829148320937, 0.9218748882818999, 0.969284393772013, 0.921874888281899, 1.093482914832096"
1.0,0.6666666666666666,"0.3414712665755053, -0.04395874535403432, 0.40497495755704815, -0.043958745354042705, 0.34147126657552407","1.199499793857269, 0.8162363527299081, 0.9685277068256498, 0.8162363527299148, 1.1994997938572594"
1.0,1.0,"0.31260333182346844, -0.029758325895290927, 0.43430998814367444, -0.029758325895266557, 0.3126033318234145","1.31433960744191, 0.68320522150799, 1.0049103421001828, 0.683205221507964, 1.3143396074419522"
1.0,1.3333333333333333,"0.2860897636240439, -0.01936822648792552, 0.466556925712161, -0.019368226496975227, 0.2860897636486963","1.4263323701850195, 0.5375388611606822, 1.0722575373209078, 0.5375388611714219, 1.4263323701619701"
1.0,1.6666666666666667,"0.265884912827838, -0.012991639361950996, 0.4942134552572825, -0.012991638550182316, 0.2658849098270134","1.5214362572388107, 0.4033396073628208, 1.150448268870674, 0.4033396063715238, 1.5214362601561722"
1.0,2.0,"0.2522279525189661, -0.009153740881397782, 0.5138508107661015, -0.009153946722299078, 0.2522289243186302","1.5928478408600841, 0.29694314415982404, 1.2204187296420441, 0.29694337175396124, 1.5928469135840884"
1.0,2.3333333333333335,"0.2434079362951087, -0.006644968361010764, 0.526473972643222, -0.006644984839203935, 0.24340804426188456","1.642725146897232, 0.21994433379540118, 1.2746611211245233, 0.2199443477738237, 1.6427250504090232"
1.0,2.6666666666666665,"0.23766322696084397, -0.004885353433011205, 0.5344291674954027, -0.004886947642385703, 0.23767990661914962","1.6768027488613195, 0.1661223819978374, 1.3141637268703166, 0.1661245098307021, 1.6767866324398235"
1.0,3.0,"0.2338115470272576, -0.0036185229132152455, 0.5395853818308483, -0.003620314866274288, 0.2338419089213839","1.7002807358933665, 0.12848590034265328, 1.3424937307331914, 0.12848861710921983, 1.7002510159215718"
1.0,3.3333333333333335,"0.2311854475907048, -0.002700196057149218, 0.5430868837197201, -0.0026977578658363907, 0.23112562261256042","1.7167694897983026, 0.10172271001580088, 1.362960398701213, 0.1017194488104072, 1.7168279526742751"
1.0,3.6666666666666665,"0.22975646742330058, -0.002041162674979856, 0.5455856409411697, -0.002010652017675363, 0.22870970632818421","1.7282223245717439, 0.08229370979841294, 1.377982194864839, 0.08222400020767381, 1.7292777705573292"
1.0,4.0,"0.22843233513061556, -0.0015475344056609802, 0.5474680708545572, -0.0015191041968108873, 0.22716623261729874","1.7369890253361921, 0.0677824904846043, 1.3892402366485164, 0.06771891541494146, 1.738269332115745"
