U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
-1.5918367346938775,"1.7973913217871682, 1.805476045801061, 1.8077792756091322, 1.8135906589980317, 1.8135906589980328, 1.813590658998033, 5.516239207402668, 6.180166815865745, 6.180166815865748, 6.180166815865753, 6.580584400016617, 6.580584400016623, 6.580584400016626, 6.589251068323531, 7.746906290844161, 9.345999142228681, 9.345999142228866, 9.345999142228996, 9.816410629154628, 9.816410629154761, 9.81641062915484, 10.884020714437312, 11.773571484814783, 14.510490914579016, 15.783240298913805, 15.950180274093542, 15.950180274246492, 15.950180274272764","1.3923159229394952, 1.3923159229394955, 1.40549131108666, 1.40549131108666, 5.749594752978498, 5.749594752978502, 5.785992457066982, 5.785992457066996",-1.5510204081632653,"1.5265566588595902e-16, -1.1102230246251565e-16, 1.1102230246251565e-16, -6.938893903907228e-17","0.3154287746310537, 1.6845712253689513, 1.6845712253689487, 0.31542877463104657","0.044556763096874966, 0.7199461431685592, 0.719946143168558, 0.044556763096872246"
-1.5918367346938775,"1.7960047084944646, 1.80789556975002, 1.8088574730796458, 1.814598194611168, 1.8145981946111693, 1.81459819461117, 5.483721815699472, 6.143595907218192, 6.1435959072182, 6.1435959072182005, 6.410522752526066, 6.509729244113235, 6.509729244113248, 6.509729244113251, 7.896606675210337, 9.522386282223863, 9.522386282224073, 9.522386282224197, 9.828851825103449, 9.82885182510363, 9.8288518251038, 11.02393678764964, 11.38478646565253, 13.390269257669424, 15.557401792643683, 15.557401792666383, 15.55740179268606, 17.056736055296117","1.3920591302703376, 1.3920591302703387, 1.4070390509801902, 1.4070390509801902, 5.699083880044009, 5.699083880044016, 5.738136753108547, 5.738136753108555",-1.3877551020408163,"-3.469446951953614e-16, 1.1102230246251565e-16, -3.885780586188048e-16, 6.106226635438361e-16","0.3485132504903815, 1.651486749509621, 1.6514867495096213, 0.3485132504903791","0.052908604063148346, 0.6938930831035056, 0.6938930831035056, 0.05290860406314716"
-1.5918367346938775,"1.7940127301492281, 1.8081624793569806, 1.812866126214554, 1.815816477278185, 1.8158164772781855, 1.8158164772781877, 5.46235168454878, 6.107171555067823, 6.107171555067831, 6.107171555067833, 6.213697225975046, 6.427775078610349, 6.4277750786103525, 6.42777507861037, 8.153401363770424, 9.241195705042175, 9.241195705042278, 9.241195705042523, 10.748128407910837, 10.74812840791129, 10.748128407912548, 11.046817871274609, 11.157090088325837, 12.59118213365787, 14.023006837486488, 14.931819549737783, 14.931819549751296, 14.931819549773918","1.3917495553403005, 1.3917495553403008, 1.4088369503370963, 1.4088369503370965, 5.649484778505141, 5.649484778505142, 5.680059081862784, 5.680059081862785",-1.2244897959183674,"4.163336342344337e-17, -5.551115123125783e-17, -1.6653345369377348e-16, 1.8041124150158794e-16","0.38783696086398, 1.6121630391360235, 1.6121630391360222, 0.387836960863974","0.06384410759706524, 0.6639728586834727, 0.663972858683472, 0.063844107597063"
-1.5918367346938775,"1.7912530699475506, 1.8087818442400379, 1.8173874087421504, 1.8173874087421513, 1.817387408742152, 1.8174009742718717, 5.461272977169767, 6.001534036628336, 6.069192756733983, 6.069192756733986, 6.069192756733993, 6.332770032493705, 6.332770032493711, 6.332770032493716, 8.610970583777696, 8.987361899470303, 8.987361899470343, 8.98736189947043, 10.7999322518286, 11.2555679794101, 11.969277324417336, 12.709004121181689, 13.643547539969653, 13.643547539972063, 13.64354753997891, 14.110855896039283, 14.11085589604204, 14.110855896049882","1.3914396565707638, 1.391439656570764, 1.410919426003734, 1.4109194260037343, 5.603026253512637, 5.603026253512639, 5.605545033689675, 5.605545033689684",-1.0612244897959184,"-1.942890293094024e-16, 2.220446049250313e-16, -4.440892098500626e-16, 4.579669976578771e-16","0.435089206660696, 1.5649107933392992, 1.5649107933393034, 0.4350892066607017","0.07835705530193492, 0.6294797774648044, 0.6294797774648068, 0.07835705530193735"
-1.5918367346938775,"1.7875741361344868, 1.8100839453052344, 1.8195445324687607, 1.8195445324687614, 1.8195445324687634, 1.8221273922136558, 5.4964842856524205, 5.780516631694672, 6.024365411522195, 6.024365411522197, 6.024365411522201, 6.224246872829066, 6.22424687282907, 6.224246872829082, 8.778574036910646, 8.77857403691075, 8.778574036910788, 9.542326408884875, 10.723175239193182, 11.280784329724458, 11.389049387548905, 11.389049387549596, 11.389049387550694, 11.465426481379613, 11.823632989210218, 13.18216018251864, 13.182160182521855, 13.182160182524884","1.3912454303102437, 1.3912454303102442, 1.4133011584396689, 1.413301158439669, 5.506459567488294, 5.506459567488296, 5.563430928890783, 5.56343092889079",-0.8979591836734694,"2.498001805406602e-16, -5.551115123125783e-17, -1.6653345369377348e-16, -2.7755575615628914e-17","0.4923094101788291, 1.507690589821173, 1.5076905898211725, 0.4923094101788253","0.09779523170612994, 0.5897442576103247, 0.5897442576103245, 0.09779523170612821"
-1.5918367346938775,"1.7829183858270508, 1.8125470368756282, 1.8226478086000015, 1.8226478086000015, 1.8226478086000024, 1.826374504311469, 5.562376753490354, 5.595164319161146, 5.958665174549221, 5.958665174549227, 5.958665174549231, 6.105603732365619, 6.1056037323656245, 6.105603732365631, 8.634981918060744, 8.634981918060792, 8.634981918060904, 9.524861133444238, 9.524861133444428, 9.524861133444585, 11.001487252651788, 11.006021764886283, 11.12883104047244, 11.210042555714692, 12.230701476446091, 12.230701476448722, 12.230701476453227, 12.972522512443595","1.3913846474533496, 1.3913846474533496, 1.4159657182670298, 1.4159657182670298, 5.374329492143081, 5.374329492143087, 5.535513097525031, 5.535513097525038",-0.7346938775510204,"-5.551115123125783e-16, 4.440892098500626e-16, 1.6653345369377348e-16, -8.326672684688674e-17","0.5616313424542392, 1.4383686575457577, 1.4383686575457584, 0.5616313424542461","0.12384515935712531, 0.5444055230203196, 0.5444055230203197, 0.12384515935712793"
-1.5918367346938775,"1.7774980927891706, 1.816747593242538, 1.8271915294721561, 1.827191529472157, 1.827191529472158, 1.8292057533352206, 5.364816837659965, 5.800564691517975, 5.842250580102175, 5.842250580102181, 5.842250580102188, 5.986879353793776, 5.986879353793778, 5.986879353793783, 8.576385174501885, 8.576385174501945, 8.576385174501958, 8.58153866370961, 8.581538663709688, 8.581538663709699, 9.440018086480453, 10.532323979881335, 11.043114934872492, 11.142322163505412, 11.321080899259131, 11.321080899260158, 11.321080899260707, 12.425850208088917","1.3922097396637272, 1.3922097396637279, 1.4188890113833696, 1.41888901138337, 5.204225766399112, 5.204225766399121, 5.521843555006573, 5.521843555006586",-0.5714285714285714,"-8.326672684688674e-17, 0.0, 1.6653345369377348e-16, -5.551115123125783e-17","0.6445317098437635, 1.3554682901562356, 1.3554682901562343, 0.6445317098437676","0.15825870854448534, 0.49392893654220676, 0.49392893654220577, 0.15825870854448684"
-1.5918367346938775,"1.7720563027694125, 1.8231998267196343, 1.8299250591326, 1.833727172289429, 1.8337271722894302, 1.8337271722894302, 5.209171141858707, 5.638332996864699, 5.638332996864701, 5.638332996864707, 5.885021256657211, 5.885021256657214, 5.88502125665722, 6.1582846016612836, 7.802631968194798, 8.106271023327617, 8.106271023327672, 8.106271023327698, 8.615320354745093, 8.615320354745105, 8.615320354745174, 9.938690762800872, 10.507026524481903, 10.507026524482077, 10.507026524482548, 10.816701716997995, 10.82853027145045, 12.358178464808367","1.3941943585595866, 1.3941943585595877, 1.4221500667546128, 1.4221500667546132, 4.999723259792043, 4.999723259792048, 5.513360619400785, 5.513360619400789",-0.40816326530612246,"3.885780586188048e-16, -5.551115123125783e-16, 3.885780586188048e-16, -4.440892098500626e-16","0.7403936307179757, 1.2596063692820232, 1.2596063692820225, 0.7403936307179804","0.20208204594216678, 0.4402861416830222, 0.4402861416830219, 0.20208204594216914"
-1.5918367346938775,"1.7680011249908039, 1.8289293336681858, 1.8321574370954314, 1.8426579483774643, 1.8426579483774665, 1.842657948377467, 5.1119819877658665, 5.351211061927374, 5.351211061927379, 5.351211061927382, 5.8176507080504, 5.817650708050408, 5.81765070805041, 6.286656133344159, 7.464313689611183, 7.984777352444717, 7.98477735244474, 7.98477735244474, 8.735904355549994, 8.735904355550035, 8.735904355550089, 9.122879021616159, 9.60986330694489, 9.854693337970671, 9.8546933379709, 9.854693337971241, 10.745572947960623, 10.98808448832805","1.3978185790058124, 1.3978185790058126, 1.4261000297427142, 1.4261000297427144, 4.77469267365046, 4.77469267365046, 5.477492557478291, 5.4774925574783015",-0.24489795918367346,"1.942890293094024e-16, -1.1102230246251565e-16, 1.1102230246251565e-16, -1.942890293094024e-16","0.8449042660639163, 1.1550957339360817, 1.1550957339360801, 0.8449042660639221","0.2544292533060372, 0.3872599257093417, 0.38725992570934115, 0.2544292533060401"
-1.5918367346938775,"1.7669746891963967, 1.8279179500100546, 1.843554870055619, 1.8539907631571235, 1.8539907631571262, 1.853990763157127, 5.039559493014186, 5.0395594930141865, 5.039559493014188, 5.071148309669206, 5.7230394982951305, 5.790469300774898, 5.790469300774902, 5.790469300774907, 7.9312825411834424, 8.114180020796931, 8.11418002079694, 8.114180020797015, 8.799826142190255, 8.799826142190367, 8.799826142190463, 8.984616923122168, 9.399138776237601, 9.530910277980233, 9.5309102779804, 9.530910277980487, 10.759199461689175, 11.074491475813895","1.40335225078597, 1.4033522507859701, 1.4313311935736952, 1.4313311935736954, 4.548714379259486, 4.548714379259489, 5.369396555098152, 5.369396555098154",-0.08163265306122448,"-2.7755575615628914e-17, 5.551115123125783e-17, 0.0, -1.1102230246251565e-16","0.9500406242774242, 1.0499593757225774, 1.0499593757225787, 0.9500406242774195","0.3117203188783676, 0.33952011607625515, 0.3395201160762559, 0.3117203188783656"
-1.5918367346938775,"1.7698509708682229, 1.8286855923308272, 1.8570658873471726, 1.8672617928221638, 1.8672617928221653, 1.8672617928221655, 4.756902636906619, 4.756902636906621, 4.756902636906622, 5.057436246072594, 5.219478436891442, 5.787736104854502, 5.787736104854504, 5.787736104854505, 7.114089380407714, 8.400618283066027, 8.400618283066079, 8.400618283066095, 8.594641338314112, 8.634946900364204, 8.634946900364232, 8.634946900364316, 9.377058298153198, 9.707947293663095, 9.707947293663182, 9.707947293663318, 10.8150178175218, 11.363396752475388","1.4106666167626893, 1.4106666167626896, 1.4382447976398174, 1.4382447976398174, 4.339188730264714, 4.339188730264716, 5.179943577516948, 5.1799435775169504",0.08163265306122448,"-5.551115123125783e-17, 2.7755575615628914e-17, -3.3306690738754696e-16, 3.885780586188048e-16","1.0469759112990609, 0.9530240887009369, 0.9530240887009321, 1.046975911299071","0.3686957560857419, 0.3005803201119798, 0.3005803201119777, 0.3686957560857473"
-1.5918367346938775,"1.7761358448357631, 1.8317681669394512, 1.872111272476536, 1.881726218414938, 1.881726218414939, 1.8817262184149395, 4.523880707732311, 4.523880707732312, 4.523880707732314, 4.842297287005878, 5.028245901931884, 5.778769490478024, 5.778769490478026, 5.778769490478033, 6.592359399861407, 7.245963540505111, 8.372636954505772, 8.492113572458775, 8.492113572458841, 8.492113572458926, 8.77523048468111, 8.775230484681165, 8.775230484681243, 10.107367107825288, 10.10736710782549, 10.107367107825889, 10.885156701255157, 11.831624386164288","1.4192566626317655, 1.4192566626317658, 1.446643932891487, 1.4466439328914873, 4.156205653397992, 4.156205653397992, 4.950409884883328, 4.950409884883333",0.24489795918367346,"5.551115123125783e-17, 0.0, 5.551115123125783e-17, -1.1102230246251565e-16","1.1299024101469968, 0.870097589853003, 0.8700975898530001, 1.129902410147001","0.4207880708846948, 0.27138869645955505, 0.27138869645955366, 0.42078807088469694"
-1.5918367346938775,"1.7844385822650797, 1.836473563858783, 1.8879370473708748, 1.8966459481906845, 1.8966459481906859, 1.8966459481906868, 4.339540141849737, 4.339540141849739, 4.3395401418497395, 4.564619426869654, 4.962132203024573, 5.739125875101532, 5.739125875101538, 5.73912587510154, 6.258115723401077, 6.345638650593224, 8.318597656441357, 8.478846397785379, 8.478846397785405, 8.478846397785448, 9.190587977798486, 9.190587977798497, 9.19058797779866, 10.571864962090237, 10.571864962090277, 10.57186496209073, 10.942085516761805, 12.49392533627904","1.4284763671826823, 1.4284763671826828, 1.4558670601021952, 1.4558670601021955, 4.0023153159237586, 4.002315315923759, 4.726793335961556, 4.72679333596156",0.40816326530612246,"0.0, 5.551115123125783e-17, 8.326672684688674e-17, -5.551115123125783e-17","1.197359294404173, 0.8026407055958279, 0.8026407055958318, 1.1973592944041678","0.46567798504996044, 0.2507407601152666, 0.25074076011526836, 0.4656779850499574"
-1.5918367346938775,"1.7933435532615998, 1.8417578827966437, 1.9038408472180537, 1.911475038029471, 1.9114750380294723, 1.9114750380294738, 4.1951186710374335, 4.1951186710374335, 4.195118671037435, 4.358753451568439, 4.872526036706397, 5.664894333209932, 5.6648943332099355, 5.664894333209936, 5.825103300731452, 6.023684140488862, 8.406955995099159, 8.581290928245672, 8.581290928245703, 8.581290928245732, 9.616012133974865, 9.61601213397503, 9.616012133975236, 10.979429120678281, 11.052994083600435, 11.052994083600924, 11.052994083601948, 13.427382727301385","1.437780285016334, 1.4377802850163341, 1.4652153054267631, 1.4652153054267634, 3.8751852470343233, 3.8751852470343255, 4.53126872200527, 4.531268722005275",0.5714285714285714,"5.551115123125783e-17, 2.7755575615628914e-17, -2.7755575615628914e-17, -5.551115123125783e-17","1.2508764592349997, 0.7491235407650003, 0.7491235407650079, 1.2508764592349912","0.503115562731887, 0.23659604508200838, 0.2365960450820115, 0.503115562731882"
-1.5918367346938775,"1.8018840271141119, 1.8468312338869668, 1.9193431039881845, 1.9258945202624072, 1.925894520262409, 1.92589452026241, 4.081159167297788, 4.081159167297789, 4.081159167297791, 4.203407391809755, 4.782189241325268, 5.490016628921609, 5.566665035722705, 5.566665035722707, 5.566665035722709, 5.835925346761925, 8.595023093830106, 8.762442861655394, 8.762442861655424, 8.762442861655455, 10.033435396393946, 10.033435396394257, 10.033435396394314, 11.00072533032909, 11.528698522731535, 11.52869852273182, 11.528698522733, 14.931677500815416","1.4468209720963725, 1.4468209720963725, 1.4742108592192111, 1.4742108592192114, 3.7704845336228416, 3.770484533622844, 4.3675253733944, 4.367525373394401",0.7346938775510204,"-1.1102230246251565e-16, 8.326672684688674e-17, -1.3877787807814457e-16, 1.1102230246251565e-16","1.2930850162006804, 0.7069149837993194, 0.7069149837993138, 1.293085016200687","0.5339593335676618, 0.22703605175267158, 0.22703605175266875, 0.5339593335676651"
-1.5918367346938775,"1.809568825114259, 1.8512791880188968, 1.934200849908322, 1.9397605113339778, 1.9397605113339784, 1.9397605113339793, 3.9898941126157443, 3.9898941126157443, 3.9898941126157466, 4.0835471334926225, 4.703526793977716, 5.261377439504296, 5.457031267501511, 5.457031267501517, 5.4570312675015185, 5.672456710382919, 8.842307086490612, 8.989029794581004, 8.989029794581068, 8.989029794581088, 10.433374501067018, 10.433374501067217, 10.433374501067856, 11.012740774550489, 11.988166801314703, 11.988166801314879, 11.988166801316408, 21.318280919146027","1.4554262141253822, 1.4554262141253824, 1.482618291154293, 1.4826182911542933, 3.6837163893371465, 3.683716389337149, 4.231729992332372, 4.231729992332374",0.8979591836734694,"0.0, -2.7755575615628914e-17, 2.220446049250313e-16, -1.6653345369377348e-16","1.3265669168248169, 0.6734330831751831, 0.6734330831751733, 1.3265669168248286","0.5593907280647856, 0.2205997702101352, 0.2205997702101308, 0.5593907280647924"
-1.5918367346938775,"1.8162334325836653, 1.8549630640615307, 1.9483368733998063, 1.9530357729561074, 1.95303577295611, 1.9530357729561107, 3.9155338243437208, 3.915533824343721, 3.915533824343724, 3.9889082046227156, 4.6394781000352365, 5.099256293799575, 5.344885007131795, 5.344885007131802, 5.344885007131803, 5.5256575196859155, 9.119770494777429, 9.238003642056148, 9.238003642056213, 9.238003642056238, 10.811647164823386, 10.811647164823736, 10.811647164824306, 11.021583708250674, 12.426633330094173, 12.426633330096719, 12.426633330097673, 15.480611701194782","1.4635375701146165, 1.463537570114617, 1.4903678208739337, 1.490367820873934, 3.611006099879788, 3.6110060998797886, 4.1184687303337295, 4.118468730333733",1.0612244897959184,"-2.7755575615628914e-16, 4.163336342344337e-16, -8.326672684688674e-17, 0.0","1.353437915080018, 0.6465620849199816, 0.6465620849199685, 1.3534379150800324","0.5805231560338169, 0.21627335780867626, 0.21627335780867027, 0.5805231560338246"
-1.5918367346938775,"1.8218921651003366, 1.8578968403879856, 1.9617642480780326, 1.9657372429360296, 1.9657372429360314, 1.9657372429360327, 3.853909864018513, 3.8539098640185134, 3.853909864018515, 3.9125351087474165, 4.5887852214291165, 4.981052466828951, 5.235271627250322, 5.235271627250323, 5.235271627250327, 5.392753752243127, 9.409211003794214, 9.495119118585642, 9.49511911858573, 9.495119118585771, 11.03149494903549, 11.167103352992347, 11.167103352993317, 11.16710335299365, 12.842628593676572, 12.8426285936782, 12.842628593684497, 14.231801380971142","1.4711573952173829, 1.471157395217383, 1.497478070590224, 1.4974780705902242, 3.549279733320314, 3.5492797333203168, 4.022867966796119, 4.02286796679612",1.2244897959183674,"2.220446049250313e-16, -2.220446049250313e-16, 0.0, 0.0","1.375306331327596, 0.6246936686724038, 0.6246936686723994, 1.3753063313276013","0.5982752007859661, 0.21337904406638517, 0.21337904406638344, 0.5982752007859692"
-1.5918367346938775,"1.8266400017300197, 1.8601621631979945, 1.9745349688016958, 1.9779040844152462, 1.977904084415248, 1.9779040844152493, 3.802040327832437, 3.802040327832438, 3.802040327832441, 3.8496811155176984, 4.548998430828304, 4.893035701749698, 5.1306896099790045, 5.130689609979007, 5.130689609979007, 5.2722905948543906, 9.699891372762185, 9.75204444699063, 9.752044446990702, 9.752044446990789, 11.044954555628108, 11.50021312954987, 11.50021312955065, 11.500213129551918, 13.236407678711451, 13.236407678712615, 13.236407678717628, 13.590844708238587","1.4783151687424663, 1.4783151687424665, 1.5040054491209027, 1.5040054491209027, 3.4961879198011756, 3.4961879198011765, 3.9410642433604277, 3.941064243360428",1.3877551020408163,"-1.6653345369377348e-16, 1.3877787807814457e-16, -2.7755575615628914e-17, 0.0","1.393359073315931, 0.6066409266840695, 0.6066409266840773, 1.3933590733159225","0.6133635214898217, 0.2114676063084478, 0.21146760630845118, 0.6133635214898171"
-1.5918367346938775,"1.8305982412529944, 1.8618612798711787, 1.9867117622783745, 1.989580867054689, 1.9895808670546915, 1.9895808670546935, 3.7577767898248817, 3.757776789824884, 3.757776789824886, 3.797058043289427, 4.5176322957261625, 4.82643303424869, 5.0321885401749, 5.032188540174902, 5.032188540174903, 5.163194032741801, 9.98569107129327, 10.004087781956335, 10.004087781956422, 10.004087781956487, 11.063165909441233, 11.812240936399816, 11.812240936402125, 11.812240936403423, 13.19183772600116, 13.609064963904089, 13.609064963910502, 13.609064963925084","1.4850492875296188, 1.485049287529619, 1.510016869695245, 1.5100168696952452, 3.4499601283401646, 3.4499601283401655, 3.870129457486229, 3.8701294574862306",1.5510204081632653,"5.551115123125783e-17, -5.551115123125783e-17, -5.551115123125783e-17, 5.551115123125783e-17","1.4084656957684625, 0.5915343042315385, 0.5915343042315507, 1.4084656957684496","0.6263351815962247, 0.2102394631593243, 0.21023946315932987, 0.6263351815962177"
-1.5918367346938775,"1.8338879693983177, 1.8630944986310043, 1.9983549171636854, 2.0008098206254146, 2.0008098206254163, 2.000809820625419, 3.7195501447490895, 3.719550144749094, 3.719550144749095, 3.7523448422977563, 4.492491570156282, 4.775414936588419, 4.940046564694043, 4.940046564694046, 4.940046564694047, 5.064584910588751, 10.248731446951922, 10.248731446952037, 10.248731446952082, 10.26325288016821, 11.08651990733303, 12.104782283398954, 12.104782283400313, 12.104782283401647, 12.922658553412324, 13.96204880490364, 13.962048804910925, 13.96204880491447","1.4913983616533235, 1.4913983616533235, 1.5155769925696378, 1.5155769925696378, 3.409263845677967, 3.4092638456779687, 3.807872462501384, 3.807872462501386",1.7142857142857142,"5.551115123125783e-17, -2.7755575615628914e-17, 0.0, 0.0","1.4212658434310033, 0.5787341565689976, 0.5787341565690055, 1.4212658434309946","0.6376057708516486, 0.20949215902311025, 0.2094921590231138, 0.6376057708516439"
-1.5918367346938775,"1.8366188191591981, 1.8639510456802009, 2.009517281859063, 2.0116279263766272, 2.011627926376628, 2.011627926376629, 3.68619550763361, 3.686195507633611, 3.6861955076336117, 3.713869567248387, 4.471688325045257, 4.735981707887499, 4.854148609109816, 4.85414860910982, 4.854148609109821, 4.975774770267059, 10.48474433423744, 10.484744334237813, 10.484744334238151, 10.530865114255304, 11.11493515045415, 12.379513020397773, 12.379513020399344, 12.379513020399976, 12.733853128345215, 14.29690372138883, 14.29690372140232, 14.296903721416099","1.4973976321442222, 1.4973976321442224, 1.5207432430367729, 1.520743243036773, 3.3730903718697305, 3.373090371869731, 3.7526502273124245, 3.752650227312426",1.8775510204081634,"0.0, -5.551115123125783e-17, -8.326672684688674e-17, 5.551115123125783e-17","1.4322346381274071, 0.5677653618725934, 0.5677653618726024, 1.4322346381273974","0.6474922677665538, 0.2090866510952781, 0.20908665109528224, 0.6474922677665486"
-1.5918367346938775,"1.8388854232092, 1.8645065269578565, 2.0202432105218913, 2.0220663603481315, 2.022066360348132, 2.022066360348133, 3.6568331245345105, 3.6568331245345114, 3.6568331245345127, 3.680403048656211, 4.453559069767507, 4.705314176291861, 4.774190240716656, 4.774190240716661, 4.774190240716662, 4.896297700670255, 10.711652995729825, 10.71165299573017, 10.711652995730587, 10.787797584051782, 11.14807969193604, 12.599229398715899, 12.638059830288295, 12.638059830288391, 12.638059830294953, 14.615139339397542, 14.615139339403914, 14.61513933942573","1.5030779125074551, 1.5030779125074554, 1.525564598996976, 1.525564598996976, 3.340668567873601, 3.3406685678736032, 3.7032192762003295, 3.7032192762003295",2.0408163265306123,"-5.551115123125783e-17, 0.0, -2.7755575615628914e-17, 0.0","1.4417293829655669, 0.558270617034434, 0.5582706170344445, 1.4417293829655558","0.6562385252703707, 0.20892584667670128, 0.20892584667670594, 0.6562385252703647"
-1.5918367346938775,"1.8407674275084527, 1.8648233441529711, 2.0305691946755244, 2.032150959259408, 2.0321509592594085, 2.032150959259409, 3.630787244571538, 3.6307872445715383, 3.6307872445715392, 3.6510236545012944, 4.436563065721197, 4.681378925127097, 4.6997860977144486, 4.699786097714454, 4.699786097714456, 4.82594181389506, 10.929426120600414, 10.929426120600676, 10.92942612060153, 11.033904250468256, 11.185506181660852, 12.503257826686157, 12.881938570061447, 12.881938570066948, 12.881938570069913, 14.918168779996243, 14.91816878002334, 14.918168780054145","1.5084656642448777, 1.5084656642448777, 1.5300820274532658, 1.5300820274532658, 3.311401734686944, 3.311401734686944, 3.6586264463335434, 3.6586264463335443",2.204081632653061,"2.220446049250313e-16, -2.498001805406602e-16, -5.551115123125783e-17, 1.1102230246251565e-16","1.4500223839254336, 0.5499776160745669, 0.549977616074582, 1.4500223839254178","0.6640341905842849, 0.20894086520466504, 0.20894086520467206, 0.6640341905842764"
-1.5918367346938775,"1.8423309630076796, 1.8649522443291044, 2.0405250691444707, 2.041903043849181, 2.0419030438491816, 2.041903043849183, 3.6075303627333923, 3.6075303627333937, 3.607530362733394, 3.6250273732414087, 4.419209323715008, 4.63052696276636, 4.630526962766362, 4.630526962766362, 4.662679772422211, 4.764753814795357, 11.138285093610229, 11.138285093610452, 11.138285093610715, 11.226730234066613, 11.269382181095956, 12.435989966035653, 13.11252989616861, 13.11252989617177, 13.112529896174273, 15.207284404893342, 15.207284404904039, 15.207284404918955","1.5135835108689033, 1.5135835108689033, 1.5343295242829127, 1.5343295242829127, 3.2848220037654143, 3.2848220037654157, 3.6181305856605364, 3.6181305856605372",2.36734693877551,"-5.551115123125783e-17, 8.326672684688674e-17, 8.326672684688674e-17, -5.551115123125783e-17","1.4573239698164757, 0.5426760301835245, 0.542676030183532, 1.4573239698164682","0.6710285097730787, 0.2090821350674182, 0.2090821350674217, 0.6710285097730746"
-1.5918367346938775,"1.8436305609281436, 1.8649341508304655, 2.050135289539064, 2.0513402890678707, 2.051340289067871, 2.051340289067872, 3.5866444229023466, 3.5866444229023484, 3.586644422902349, 3.6018670514872713, 4.400072644524416, 4.566009207634566, 4.566009207634569, 4.56600920763457, 4.648096582617125, 4.712963782745453, 11.271273637275236, 11.338589539040228, 11.338589539040335, 11.338589539041678, 11.494623443606494, 12.39068140495521, 13.331074842921693, 13.331074842923579, 13.331074842925007, 15.483653117829318, 15.483653117840516, 15.483653117870299","1.518450863000054, 1.518450863000054, 1.538335274286798, 1.538335274286798, 3.2605574731140075, 3.2605574731140097, 3.5811468284178014, 3.5811468284178023",2.5306122448979593,"0.0, 8.326672684688674e-17, -5.551115123125783e-17, 5.551115123125783e-17","1.4637987242472932, 0.5362012757527064, 0.5362012757526904, 1.4637987242473112","0.6773403568539065, 0.209313531831084, 0.2093135318310765, 0.6773403568539159"
-1.5918367346938775,"1.8447110538721876, 1.8648019082332312, 2.0594200795581186, 2.060477510719832, 2.060477510719834, 2.0604775107198363, 3.5677934424184086, 3.5677934424184117, 3.567793442418412, 3.5811106297981796, 4.37796947688087, 4.505849309528198, 4.505849309528199, 4.5058493095282, 4.63677795427504, 4.670760774556196, 11.318686553963175, 11.53076796015017, 11.530767960150461, 11.530767960151978, 11.710123363253366, 12.362557698876449, 13.538680592780164, 13.538680592787882, 13.538680592795878, 15.748321422887173, 15.74832142294074, 15.74832142300464","1.5230845128705155, 1.5230845128705157, 1.5421227282573247, 1.5421227282573247, 3.2383084630694943, 3.2383084630694947, 3.54720686119705, 3.5472068611970546",2.693877551020408,"0.0, 2.7755575615628914e-17, -8.326672684688674e-17, 5.551115123125783e-17","1.4695770362128677, 0.5304229637871323, 0.5304229637871165, 1.469577036212884","0.6830655391372054, 0.20960845195953978, 0.2096084519595325, 0.6830655391372141"
-1.5918367346938775,"1.8456092795270629, 1.8645818068230304, 2.0683963870688205, 2.0693273256851747, 2.069327325685175, 2.0693273256851756, 3.5507039129617732, 3.5507039129617737, 3.5507039129617746, 3.56241194327895, 4.35227490130491, 4.4496902832508605, 4.449690283250862, 4.449690283250862, 4.628068100613788, 4.637936987379042, 11.36855751701263, 11.715275816793318, 11.715275816793731, 11.715275816794266, 11.916423624907573, 12.348121855638508, 13.736330988901855, 13.736330988918592, 13.736330988925094, 16.00222489852506, 16.002224898602083, 16.00222489861437","1.5274991464247856, 1.5274991464247856, 1.5457115269846016, 1.5457115269846016, 3.2178302598304587, 3.2178302598304596, 3.5159304004065817, 3.5159304004065834",2.857142857142857,"5.551115123125783e-17, -5.551115123125783e-17, 2.7755575615628914e-17, 0.0","1.4747634103645662, 0.5252365896354342, 0.5252365896354252, 1.474763410364576","0.6882821527409712, 0.2099471366690409, 0.20994713666903683, 0.6882821527409765"
-1.5918367346938775,"1.8463555336869586, 1.8642948582147738, 2.07707864905132, 2.077900682884916, 2.0779006828849163, 2.0779006828849167, 3.5351505634830884, 3.5351505634830898, 3.53515056348309, 3.5454899633442762, 4.323150813387031, 4.3972037568097, 4.397203756809703, 4.397203756809706, 4.61362879123223, 4.621455982991028, 11.420516540366902, 11.892570468970062, 11.892570468971407, 11.892570468972611, 12.1140772546627, 12.344741372668269, 13.924898793527971, 13.924898793535021, 13.924898793550799, 16.246199225780114, 16.24619922601211, 16.246199226069187","1.5317077625114532, 1.5317077625114535, 1.5491182621435329, 1.5491182621435329, 3.198920476468885, 3.1989204764688868, 3.487004527490253, 3.487004527490253",3.020408163265306,"5.551115123125783e-17, -5.551115123125783e-17, 5.551115123125783e-17, -5.551115123125783e-17","1.4794425169219139, 0.5205574830780871, 0.5205574830781138, 1.4794425169218863","0.6930545421229699, 0.21031481656835446, 0.21031481656836687, 0.6930545421229551"
