U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
-6.0,"1.8159017087801574, 1.9279733226425175, 2.2722574936319595, 2.275841624665999, 2.275841624666, 2.275841624666002, 3.1593118574079146, 3.159311857407915, 3.159311857407918, 3.181406046874588, 3.80636118969323, 3.869361647618575, 3.869361647618576, 3.869361647618577, 4.2182849091315555, 4.630859169859924, 7.701104648642695, 7.7011046486427, 7.701104648642708, 7.733367100891417, 9.22000698631956, 9.220006986319651, 9.220006986319728, 9.455751833739347, 9.455751833739546, 9.455751833739686, 9.502640021581298, 9.945278686176126","1.6176499977593084, 1.6176499977853647, 1.6515466281204034, 1.6515466281969602, 2.7100747901304354, 2.710074790385967, 3.1384312135607213, 3.1384312136264096",0.7346938775510204,"3.29009042232542e-12, -6.9579619843551654e-12, 6.4952765388426315e-12, -2.827349465661655e-12","1.3309697108639313, 0.6690302893171485, 0.6690302984334693, 1.3309697013854511","0.635359657315533, 0.2961632744153294, 0.2961632788594858, 0.6353596524559799"
-6.0,"1.8274319572158355, 1.9198403571448361, 2.2750536443941045, 2.2778262215675458, 2.2778262215675498, 2.27782622156755, 3.1650898832382337, 3.165089883238235, 3.165089883238237, 3.1827798556902667, 3.7904743639255565, 3.8370506458108946, 3.837050645810897, 3.837050645810898, 4.2163949058822245, 4.547991515409823, 8.16668660178645, 8.166686601786468, 8.166686601786472, 8.180071293661438, 9.691663543929167, 9.691663543929307, 9.691663543929552, 9.921325182524265, 9.97206052612298, 9.972060526123162, 9.972060526123526, 10.497196045941301","1.619596674964344, 1.6195966751511104, 1.6493687836466033, 1.6493687838094104, 2.720242994280384, 2.7202429946621973, 3.1237577938336165, 3.1237577945345376",0.8979591836734694,"-2.8302582499861728e-11, 4.876762882410901e-11, -3.8759995213411e-11, 1.8295032155890567e-11","1.3494295186492027, 0.650570481901315, 0.6505705135835456, 1.3494294858659373","0.6461934463463359, 0.28956933240115823, 0.2895693478940064, 0.6461934295816993"
-6.0,"1.8356232014452458, 1.9134540187453553, 2.2780009628189153, 2.2801924774609423, 2.2801924774609463, 2.2801924774609463, 3.170647664300943, 3.1706476643009434, 3.1706476643009474, 3.1851043547636717, 3.7736512146687686, 3.8090647854246398, 3.8090647854246416, 3.8090647854246424, 4.220493132254593, 4.4957396172045945, 8.582902804855534, 8.582902804855562, 8.582902804855594, 8.584770918626846, 10.11695842191461, 10.116958421914626, 10.116958421914994, 10.287198255063227, 10.442311431456245, 10.442311431456421, 10.442311431456769, 11.014406221388905","1.6212424860230592, 1.6212424860450976, 1.6477893654312739, 1.6477893654666729, 2.7288029437764734, 2.7288029437796206, 3.1105889211023796, 3.1105889211621216",1.0612244897959184,"2.8925917217037522e-11, -3.6428776661878715e-11, 2.0848878179435815e-11, -1.3346046490170238e-11","1.3642657643354519, 0.6357342361545193, 0.6357342720873373, 1.364265727422691","0.6550357917467738, 0.28441411504338604, 0.2844141324708448, 0.6550357727205467"
-6.0,"1.8415839027376548, 1.9082475294920478, 2.280964829329404, 2.2827265730939, 2.2827265730939037, 2.2827265730939046, 3.175810303895129, 3.1758103038951293, 3.1758103038951337, 3.1878163666046158, 3.756680103965276, 3.78425182225727, 3.7842518222572727, 3.7842518222572736, 4.228045472276234, 4.461892892686171, 8.954959544443748, 8.959498385514495, 8.959498385514577, 8.959498385514612, 10.504550945919835, 10.504550945920148, 10.504550945920263, 10.609195720059107, 10.874653377790608, 10.87465337779113, 10.87465337779147, 11.507560810732691","1.6226623121449437, 1.622662312271854, 1.6465870090179304, 1.6465870092078396, 2.736160980463704, 2.7361609805052014, 3.098822808761133, 3.09882280895754",1.2244897959183674,"-3.566480444305853e-11, 3.396760650531405e-11, 2.948091770704764e-11, -2.778371976930316e-11","1.3766450858635801, 0.6233549138325778, 0.6233548909232356, 1.376645109380608","0.6625071356783586, 0.2801998192660174, 0.28019980805990025, 0.6625071477023475"
-6.0,"1.8460033169793701, 1.9038845453503357, 2.2838878768504327, 2.285323853593585, 2.285323853593588, 2.285323853593588, 3.180549168538889, 3.18054916853889, 3.1805491685388945, 3.1906514675406563, 3.739987758334844, 3.761890477261697, 3.7618904772616975, 3.761890477261698, 4.237577898949148, 4.439777453413346, 9.296403695921285, 9.303642404498724, 9.303642404498813, 9.303642404498852, 10.860853330834468, 10.860853330835036, 10.860853330835099, 10.89431377783919, 11.275191816320408, 11.275191816320737, 11.27519181632104, 11.985287815395642","1.6239071358291703, 1.6239071359862023, 1.6456415167734124, 1.6456415169310583, 2.7425890660447463, 2.7425890660607783, 3.0882677923215254, 3.0882677923561856",1.3877551020408163,"-3.657879554808119e-11, 4.697919830931596e-11, -9.321737826084586e-12, -1.078692690725802e-12","1.38724704218972, 0.6127529602791627, 0.6127531738966523, 1.3872468236344657","0.6689733950965242, 0.2766462047276315, 0.2766463091224217, 0.6689732832663084"
-6.0,"1.8493271389371646, 1.9001517794399576, 2.2867459523488964, 2.2879301320824132, 2.287930132082416, 2.2879301320824172, 3.1848851199741666, 3.184885119974168, 3.184885119974169, 3.193479081039476, 3.7237987081184682, 3.741499659340578, 3.7414996593405787, 3.7414996593405796, 4.248204506526816, 4.425468223690265, 9.613547965707369, 9.620711879018238, 9.620711879018277, 9.620711879018296, 11.148158002265978, 11.190726978083841, 11.190726978084296, 11.190726978085188, 11.648608208942687, 11.648608208943113, 11.648608208944095, 12.455123655834782","1.6250132915887898, 1.6250132916991757, 1.6448818154583054, 1.6448818155469707, 2.748274768360366, 2.7482747684426343, 3.078737430253258, 3.0787374304681503",1.5510204081632653,"2.2737367544323206e-12, -8.068490320312094e-12, 6.382422368389484e-12, -5.876410469340954e-13","1.3964987772985935, 0.6035012226509064, 0.6035012173403744, 1.3964987827101247","0.6746672040214826, 0.27358257292562604, 0.2735825703411638, 0.6746672068002338"
-6.0,"1.8518535472357938, 1.8969064677166645, 2.289529688644474, 2.29051608654748, 2.290516086547481, 2.290516086547481, 3.188854047352128, 3.1888540473521294, 3.188854047352131, 3.1962334696354278, 3.708222780349005, 3.7227409584348505, 3.722740958434851, 3.722740958434852, 4.259379926800418, 4.416524318677666, 9.909861623978596, 9.914828166468004, 9.914828166468089, 9.914828166468173, 11.375314642908283, 11.497943550083608, 11.49794355008486, 11.49794355008559, 11.998575060346026, 11.998575060349298, 11.998575060350353, 12.924251472660075","1.626007403316989, 1.6260074038953611, 1.6442626979767743, 1.6442626986442999, 2.7533524867035286, 2.753352487036142, 3.0700729631077324, 3.070072963237636",1.7142857142857142,"-3.460404185418042e-11, 1.402095106683987e-11, 9.043421567156429e-11, -6.985112488422374e-11","1.4046868299881066, 0.5953131683426632, 0.5953129719543714, 1.4046870297148575","0.67974620741282, 0.27089751273457313, 0.2708974171053966, 0.6797463099027241"
-6.0,"1.8537879357178122, 1.894048730797071, 2.292236377564484, 2.2930652858509544, 2.2930652858509557, 2.2930652858509566, 3.1924942169908515, 3.192494216990852, 3.192494216990853, 3.1988822715032224, 3.6933047771162246, 3.7053658350043075, 3.7053658350043084, 3.7053658350043097, 4.270762637575757, 4.411359981245487, 10.18809475475351, 10.189216122487494, 10.189216122487675, 10.189216122487878, 11.579593728126829, 11.785490617185049, 11.785490617187216, 11.785490617188687, 12.328031662425792, 12.32803166242697, 12.328031662428334, 13.400207477031037","1.6269093729841078, 1.62690937305609, 1.6437535832275156, 1.6437535832826602, 2.757922183150531, 2.757922183260358, 3.0621446928045737, 3.0621446930280496",1.8775510204081634,"3.0372759862729026e-11, -5.667619151772385e-11, 4.592182190066296e-11, -1.9618418001243754e-11","1.4120129503158418, 0.5879870499337314, 0.587987083214949, 1.4120129165354793","0.6843224279604803, 0.26851444678348196, 0.2685144629898955, 0.6843224106316197"
-6.0,"1.8552753836243103, 1.8915060769220235, 2.2948663325338403, 2.2955683298767044, 2.2955683298767076, 2.2955683298767084, 3.1958417789902236, 3.1958417789902245, 3.1958417789902263, 3.20141104481739, 3.6790527277610776, 3.6891849525975493, 3.689184952597551, 3.6891849525975524, 4.282136670605514, 4.408908217288334, 10.44644587136958, 10.44644587136982, 10.446445871369956, 10.450461239805238, 11.764187009821043, 12.055784146007959, 12.055784146008225, 12.055784146009156, 12.639376031267634, 12.639376031269729, 12.639376031270478, 13.891762127397485","1.627734357168297, 1.6277343785174083, 1.6433326765508265, 1.6433327038803653, 2.762060630325122, 2.762060641607814, 3.0548477835197754, 3.0548477915551233",2.0408163265306123,"5.256117929786086e-9, -7.827157727513523e-9, 3.4828487316396206e-9, -9.118089061566081e-10","1.4186209188215666, 0.5813790284731233, 0.5813718655241696, 1.4186281871811408","0.6884765664345387, 0.2663803639917198, 0.2663768676456131, 0.6884802883504871"
-6.0,"1.8564205409390444, 1.889224349538807, 2.297420973162587, 2.2980196734374485, 2.2980196734374507, 2.2980196734374516, 3.1989289500350813, 3.1989289500350817, 3.198928950035082, 3.203815316318968, 3.6654548159727467, 3.674050908746682, 3.674050908746684, 3.674050908746685, 4.293365041835898, 4.40843051243102, 10.688603699630933, 10.688603699631127, 10.68860369963119, 10.698768838674265, 11.931824855629847, 12.310784869752034, 12.310784869753583, 12.31078486975422, 12.93457787369828, 12.934577873698833, 12.93457787370129, 14.409995172494904","1.6284939582226252, 1.6284939582227733, 1.6429839024645532, 1.6429839024646993, 2.7658286243340813, 2.7658286243342656, 3.048097710276409, 3.048097710276667",2.204081632653061,"1.887379141862766e-15, -1.0547118733938987e-15, -4.3298697960381105e-15, 3.552713678800501e-15","1.424633747743613, 0.5753662522566126, 0.5753662522895937, 1.424633747710182","0.69227743299663, 0.2644490289775345, 0.2644490289936513, 0.6922774329795296"
-6.0,"1.8573006026157106, 1.8871617523844335, 2.29990242898311, 2.300416177056565, 2.3004161770569125, 2.300416177056914, 3.201785157212255, 3.2017851572122558, 3.2017851572125378, 3.20609625527243, 3.652487430523756, 3.659843568221209, 3.659843568222239, 3.65984356822224, 4.304362366087616, 4.409402257264764, 10.917399718683283, 10.91739971868375, 10.917399718691923, 10.934521117964213, 12.084719346457232, 12.552213173573122, 12.552213173648635, 12.552213173655083, 13.215349504085905, 13.215349504096427, 13.215349504180413, 14.971315523880483","1.6291973036872633, 1.6291975877415816, 1.6426945910360262, 1.6426949486553597, 2.76927508076829, 2.769275233493115, 3.041825116559506, 3.041825198406815",2.36734693877551,"-1.545916872291997e-8, 8.377459781439e-9, 3.837580814236574e-8, -3.1294099256395924e-8","1.430106021855534, 0.5698936749261019, 0.569850958493111, 1.4301493447252538","0.6957578894148091, 0.26270475899779494, 0.26268387301324475, 0.6957800373663299"
-6.0,"1.8579725347410447, 1.885286183975386, 2.302312850332617, 2.3027563244865523, 2.302756324486554, 2.302756324486554, 3.2044335812872022, 3.2044335812872027, 3.204433581287206, 3.2082572709438115, 3.64012308349169, 3.6464678302129454, 3.6464678302129467, 3.6464678302129467, 4.3150746358154715, 4.411447641792241, 11.134269724068242, 11.134269724068702, 11.134269724068995, 11.158951779663854, 12.225042743941934, 12.781262869171078, 12.7812628691739, 12.781262869176002, 13.482969481277165, 13.482969481279772, 13.48296948128377, 15.599117799962869","1.62985194333349, 1.6298519433756633, 1.6424555949445803, 1.6424555949904958, 2.7724403755058296, 2.772440375535514, 3.035974176953534, 3.035974176979248",2.5306122448979593,"-4.737266134924312e-12, 1.1865841642588748e-11, -1.4324125219289385e-11, 7.1955774672005646e-12","1.4351756639570508, 0.5648243351813523, 0.5648241837467867, 1.4351758171148112","0.6989926306430178, 0.2610898007064476, 0.26108972668840524, 0.6989927089624203"
-6.0,"1.858480495943286, 1.8835711453195578, 2.3046542823525935, 2.305039042817804, 2.3050390428178043, 2.305039042817805, 3.206897837524702, 3.206897837524703, 3.206897837524705, 3.210304697458709, 3.6283304451580607, 3.633840821516628, 3.6338408215166287, 3.6338408215166296, 4.325472604870575, 4.4142858720259115, 11.340411879821636, 11.340411879822035, 11.340411879822158, 11.373143057736616, 12.354269794325203, 12.999296186056881, 12.999296186058936, 12.999296186061216, 13.73876854649559, 13.738768546507083, 13.738768546509382, 16.339459828494807","1.6304634100335085, 1.6304634100340796, 1.642258466201514, 1.6422584662020578, 2.7753582338971152, 2.7753582338975895, 3.030497308713607, 3.0304973087143567",2.693877551020408,"1.1823875212257917e-14, -1.9845236565174673e-14, 4.746203430272544e-15, 3.219646771412954e-15","1.439834201176338, 0.56016579882443, 0.5601657989629594, 1.4398342010362721","0.7019809215080273, 0.2596155533107902, 0.25961555337859027, 0.7019809214364768"
-6.0,"1.8588577768428884, 1.881995705535401, 2.3069287407071437, 2.3072641544002597, 2.307264154400261, 2.307264154400263, 3.2091963929023106, 3.209196392902312, 3.209196392902314, 3.2122447523541755, 3.6170788819172586, 3.6218947995389197, 3.621894799538921, 3.621894799538922, 4.335539954659302, 4.417710592647132, 11.536853877212938, 11.536853877213183, 11.53685387721398, 11.577996960743535, 12.473901146914828, 13.20726044346017, 13.2072604434636, 13.207260443470968, 13.983743096128078, 13.98374309613729, 13.983743096150125, 17.287640237288333","1.6310365624961232, 1.6310365629731143, 1.6420969791951958, 1.6420969797940517, 2.7780571470258386, 2.778057147273909, 3.0253555130603638, 3.0253555132075216",2.857142857142857,"7.84731168934627e-11, -1.2180026431884983e-10, 5.5166760049019103e-11, -1.1839584868056363e-11","1.444149110435155, 0.5558508863811531, 0.5558502672224495, 1.4441497359612425","0.7047603621850135, 0.2582556280862246, 0.2582553246881881, 0.7047606814020226"
-6.0,"1.859130414439443, 1.8805425360065446, 2.309138130189862, 2.309431816472067, 2.3094318164720757, 2.3094318164720757, 3.2113457949348096, 3.211345794934815, 3.2113457949348163, 3.214084042194874, 3.6063382634326393, 3.6105713535241737, 3.610571353524185, 3.610571353524187, 4.345270427127785, 4.421565122859574, 11.724492778698844, 11.724492778699595, 11.724492778700391, 11.774312843993481, 12.58519077477311, 13.406033633339877, 13.406033633340364, 13.406033633345553, 14.21881807665957, 14.218818076673678, 14.218818076680607, 18.728438834087125","1.6315753141729599, 1.6315753604350371, 1.6419657827194567, 1.6419658379823576, 2.780561427276982, 2.7805614528334757, 3.020515599740886, 3.0205156010613923",3.020408163265306,"-5.670215852404681e-9, 9.15160533465631e-9, -4.3921880577002526e-9, 9.10798547693048e-10","1.4481657547825604, 0.5518343051485473, 0.5518454715589981, 1.4481544685098937","0.7073568486530369, 0.25699336260010025, 0.25699883771072035, 0.7073510923115252"
-6.0,"1.859318664625091, 1.8791971673300931, 2.3112842161799305, 2.3115423979003764, 2.3115423979003773, 2.311542397900378, 3.213360994230004, 3.213360994230004, 3.213360994230004, 3.2158294352776937, 3.5960794005427945, 3.59981953592268, 3.5998195359226832, 3.5998195359226846, 4.354665583354519, 4.425731791541098, 11.904045907063013, 11.904045907063237, 11.904045907063344, 11.962730320395139, 12.689121610599909, 13.596377512486248, 13.596377512492653, 13.596377512492925, 14.444736876688212, 14.444736876700395, 14.4447368767036, 23.275543900386324","1.6320829852676753, 1.6320829852929724, 1.6418604956326346, 1.6418604956567666, 2.7828920749862043, 2.7828920750025667, 3.0159493852371067, 3.0159493852633483",3.183673469387755,"-2.1410651029896144e-13, 1.0308420783644578e-13, 4.507783035734292e-13, -3.397282455352979e-13","1.4518989332268033, 0.5481010667778287, 0.5481010678167786, 1.4518989321785898","0.7097803512546802, 0.25582615347304455, 0.2558261539819808, 0.7097803507198186"
-6.0,"1.8594387390788243, 1.8779475410926043, 2.313368766481453, 2.3135965737930997, 2.313596573793101, 2.313596573793102, 3.2152546479073774, 3.2152546479073822, 3.215254647907384, 3.217487139943283, 3.5862749469963706, 3.589595171227114, 3.589595171227117, 3.5895951712271192, 4.3637295942559415, 4.430118312259542, 12.076215943132606, 12.076215943133457, 12.076215943135018, 12.143885782122696, 12.78663097576278, 13.778964472204091, 13.778964472206157, 13.77896447221127, 14.662233950073796, 14.662233950082578, 14.662233950114427, 19.5539992274574","1.6325623355737073, 1.632562351712717, 1.6417772359533236, 1.6417772548555598, 2.78506712977708, 2.7850671385610952, 3.011632438294842, 3.011632439027686",3.3469387755102042,"2.7657361401089986e-9, -5.160142618754193e-9, 3.798650533015646e-9, -1.4042441098816028e-9","1.455387021759683, 0.544612925039363, 0.5445995602733693, 1.455400492927584","0.712052595925148, 0.2547393506752059, 0.25473280255741015, 0.7120594680622024"
