U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
-5.020408163265306,"2.302908725366145, 2.3050239966490613, 2.306942743657785, 2.308002058048052, 2.309638146254565, 2.309695961073433, 2.309869787242498, 2.310358940287634, 2.3112976561760976, 2.3118899338513343, 7.371549110730879, 7.421335342464782, 7.447404247828159, 7.624540445847174, 7.66595369877201, 7.793056565989854, 7.867623806043792, 7.936814056658326, 8.147547574917018, 8.168171669831874, 8.259838824841273, 8.338067858134474, 8.592741558688557, 8.718030333173655, 8.894698690924915, 8.896203930963644, 9.089549057816606, 9.371433105734294, 9.709960739129214, 10.334744835854426, 10.948240291150041, 11.357144915541861, 12.042933125325444, 12.10350288930544, 12.563874439505076, 13.27222398086986, 13.358359698571391, 13.438728807804804, 13.61882267005445, 14.232233054969033, 15.01849205451081, 16.810867409942002, 17.505054044823726, 23.724166050834796, 24.36595549449597","1.6115024943813394, 1.6117435867299776, 1.6136816636450466, 1.614515614786461, 1.6156706707024404, 6.657167283889846, 6.6772555163452045, 7.374832887152138, 7.807436350663376, 7.828689669224069",2.857142857142857,"0.09883088457105615, 0.007984037974623505, 0.2863695148260285, 0.007984046108135035, 0.09883151652015681","1.7737220961610323, 0.05498751149689621, 1.3425820498254426, 0.054987581983032496, 1.773720760533597","0.7816872029694945, 0.004222041388545332, 0.37918103333116016, 0.004222051186106784, 0.7816859097665833"
-5.020408163265306,"2.3027533507661095, 2.3047203862564323, 2.3062703846630335, 2.3073332823766792, 2.3086723809745924, 2.308699823060795, 2.308842860248629, 2.309254280871559, 2.3100888838833415, 2.3105571147259756, 7.516197509964298, 7.561239234592163, 7.589040366204476, 7.77263407442936, 7.803158626995027, 7.932054932914063, 8.004127178367895, 8.088419265656023, 8.317638131466103, 8.333473970986795, 8.412639026107023, 8.48013458123371, 8.781109960555888, 8.899933170593737, 9.069590538208786, 9.092593732841987, 9.256457557911338, 9.571016084492205, 9.83032582782685, 10.532721645752591, 11.153736686506528, 11.55421307805207, 12.299936683684077, 12.330167850840615, 12.810686037351694, 13.564461327832284, 13.675313146972472, 13.77405141788507, 13.921590428718476, 14.517577900093114, 15.310143445379062, 17.241302276824996, 17.8412235643743, 24.254693721121612, 24.603928504039526","1.6111864543532564, 1.6113843663567267, 1.6131012954792954, 1.6138284062240384, 1.6148018464118519, 6.789188275195519, 6.824359218979956, 7.547330059184032, 7.974831874395335, 8.01231748588749",3.020408163265306,"0.09948631326956392, 0.0071000082857916764, 0.28682275357933706, 0.0071000583903151095, 0.09949086647499217","1.77504802657549, 0.04998322244046654, 1.3499466159694276, 0.04998367695599435, 1.7750384580586236","0.7820973294894047, 0.0035333037554342315, 0.3827540099000299, 0.003533360929697419, 0.7820880344191136"
-5.020408163265306,"2.3026445746365676, 2.304468223060595, 2.3057265995943506, 2.306773853202325, 2.3078757365676315, 2.3078785973384925, 2.3079991277410414, 2.308349242431811, 2.3090951822256094, 2.3094640359538974, 7.654568777906125, 7.694220292259037, 7.723675737259196, 7.914855045987222, 7.934242949091777, 8.065909068976113, 8.133922365887686, 8.232109634481937, 8.478315285397692, 8.49045744712159, 8.557902963416552, 8.61278074228992, 8.961812538235629, 9.074829026056191, 9.236917948646333, 9.283029930009747, 9.416483822856412, 9.763425123966218, 9.94493409703691, 10.719943375993777, 11.354525107121546, 11.744371272879526, 12.545766576498178, 12.549398719299361, 13.046691334170475, 13.841546114637358, 13.975757183878208, 14.097666962142043, 14.216722430524575, 14.793253869117219, 15.586404713095103, 17.670448281794936, 18.16207400175499, 24.76143890016325, 24.854288160122724","1.6109296076443262, 1.6110953646872803, 1.6126272223901936, 1.6132586773530624, 1.6140857139767475, 6.915263538442589, 6.965365023970907, 7.710696660385721, 8.132308722403497, 8.188463057612886",3.183673469387755,"0.10009499257744614, 0.006342010435947541, 0.2871216677046928, 0.006342050204246203, 0.10009927907766741","1.7760943266353975, 0.04566910663554666, 1.3564816950706402, 0.04566950235267926, 1.7760853693057386","0.7823762456083967, 0.002979742913332949, 0.38603525991950194, 0.0029797905300795254, 0.782367519826382"
-5.020408163265306,"2.3025692291309348, 2.304257239146372, 2.3052826803917545, 2.3063024042285534, 2.3071963415173338, 2.3072132025136822, 2.3073000935458814, 2.307601275093271, 2.3082712640165517, 2.3085600923265477, 7.7871142166825384, 7.820821372944314, 7.851782920258481, 8.051565806837319, 8.059487746384894, 8.19489811800337, 8.257536616187304, 8.368524735746215, 8.630357726918568, 8.639481484526392, 8.696105516996436, 8.737149489329388, 9.135398627755567, 9.24316472437595, 9.398325371967013, 9.466544133803314, 9.570125006489556, 9.94921785386433, 10.054604653861919, 10.89740058131485, 11.550754887384958, 11.928261833579453, 12.761517477413879, 12.781267177962178, 13.272373810225789, 14.104803158016674, 14.260001285543597, 14.40993303024978, 14.503933072217006, 15.060480594819683, 15.848168327223918, 18.10036144354715, 18.46906760683356, 25.11302912507348, 25.24755152860656","1.6107190824528093, 1.6108604671251834, 1.6122361797417022, 1.6127828917928415, 1.6134909311248806, 7.035777497277289, 7.1006655671163585, 7.865647245348088, 8.280521455688415, 8.357647530962163",3.3469387755102042,"0.10065735757302585, 0.005688590810478313, 0.2873028816853138, 0.005688639453875709, 0.10066253047730633","1.7769301502564454, 0.041920994582741615, 1.362308053069106, 0.04192140424059857, 1.7769193978511097","0.7825628593340562, 0.0025307304740743867, 0.38905250534109564, 0.0025307752814720465, 0.7825523569110935"
-5.020408163265306,"2.302517991135038, 2.304079437007355, 2.304917152833702, 2.3059023461041086, 2.3066254324582935, 2.3066580073377896, 2.306716464715461, 2.306978137752976, 2.3075826904371013, 2.307806775529917, 7.914239884619549, 7.941523491484382, 7.973792716063186, 8.179172954837975, 8.183108847197584, 8.319289302316616, 8.375427435646783, 8.498229776008898, 8.774450883869417, 8.780896472457815, 8.827688603421807, 8.854203577370487, 9.302363843255542, 9.405327666997954, 9.554009754743074, 9.643622406452321, 9.717850048060994, 10.128871814048884, 10.16004519751039, 11.065960603065813, 11.742659273562632, 12.106413750511438, 12.966826546300464, 13.007271967757875, 13.488310045124578, 14.35561793855004, 14.52867482006915, 14.711644904465958, 14.783179867075074, 15.320464733606931, 16.096680973813186, 18.533576868714995, 18.76330361307005, 25.37482284564369, 25.71391314601875","1.6105451368816492, 1.610667765887372, 1.6119107122893648, 1.6123828283082806, 1.61299339933374, 7.151083700559813, 7.230627747031997, 8.012811018047481, 8.420074551845449, 8.520340521785506",3.510204081632653,"0.10117221558687123, 0.005122450583033287, 0.2873943755344964, 0.005122534778459117, 0.10118842351713969","1.7776121192974856, 0.038641282058950815, 1.3675255227390328, 0.03864255723199355, 1.777578518672534","0.78269070358834, 0.0021634030692653716, 0.3918309627649263, 0.002163544825958075, 0.7826578219971514"
-5.020408163265306,"2.3024840970706633, 2.3039285466331108, 2.3046137277158207, 2.305560636567516, 2.3061444562793736, 2.306189455246058, 2.30622564518322, 2.3064550877020924, 2.3070029277773823, 2.307174427727554, 8.036321488087236, 8.0567618575394, 8.090097653442658, 8.293565320150538, 8.309790025718952, 8.439325722027304, 8.488035816881245, 8.62176397955841, 8.911241683478202, 8.91507054018167, 8.953096354969693, 8.964792677578501, 9.46317022351372, 9.561691852763929, 9.704256432721104, 9.81474004091289, 9.86006429587632, 10.261917870795978, 10.302852282783432, 11.22645537959146, 11.93032794314036, 12.279321005251667, 13.165632718391446, 13.22455385288129, 13.694930514287938, 14.595057019555648, 14.78247692548339, 15.002967193117984, 15.054318065331868, 15.57393338418248, 16.332997125797885, 18.974295529466772, 19.046210419843337, 25.640543065898044, 26.16197764999629","1.6104003465937766, 1.6105082795840224, 1.6116375012720217, 1.6120442580490357, 1.6125744014584762, 7.261509921605835, 7.355590486434737, 8.152780779630781, 8.55157289440473, 8.677002455770628",3.673469387755102,"0.10166206343606926, 0.004629679317198708, 0.28741769139150253, 0.0046296721286631015, 0.1016608937265665","1.778136039578008, 0.03575429724983985, 1.3722169896197605, 0.03575421753471208, 1.7781384560176803","0.782738745360398, 0.0018606674147906206, 0.39439334654041547, 0.0018606602849878511, 0.7827411151916833"
-5.020408163265306,"2.3024627931531185, 2.3037996236060483, 2.304360011826149, 2.305266962146145, 2.3057366746516705, 2.3057914284467764, 2.3058101549994956, 2.3060130187633763, 2.306511440445198, 2.3066400993113327, 8.153688753765056, 8.166926013819559, 8.201060789098552, 8.402938782496475, 8.431905369310124, 8.555251754377437, 8.595735566671534, 8.739562808730945, 9.041255390370711, 9.042307550807827, 9.069605560645579, 9.072692997000555, 9.618201253141, 9.712548160245834, 9.849293022549165, 9.980254330156201, 9.997170098539556, 10.36078129481141, 10.47150202845734, 11.379580225869766, 12.114147652952653, 12.44732837996906, 13.358245692194323, 13.433880157036528, 13.892924065100859, 14.82459573697889, 15.022416143983463, 15.28531022029889, 15.31777011033979, 15.821773849261131, 16.558890117038196, 19.31681413483394, 19.433259038910094, 25.902271753200463, 26.597137357487316","1.610278979711367, 1.6103752729871637, 1.6114063730892134, 1.6117559904184668, 1.6122193182171183, 7.36736563756718, 7.4758653608715235, 8.286040095696418, 8.67554019118578, 8.82798849019016",3.836734693877551,"0.10209067463648919, 0.004198610360036391, 0.28738928275228715, 0.004198746956113711, 0.10212268529507362","1.7786105348626946, 0.033195453429199266, 1.3764518331539, 0.03319754782546911, 1.7785446307287387","0.7828002412907255, 0.001609136438432563, 0.3967601873693101, 0.0016093293843487315, 0.7827355135384705"
-5.020408163265306,"2.302450481953536, 2.303688828946824, 2.304146332612201, 2.30501317342614, 2.305388859355909, 2.305451233207794, 2.3054561728934773, 2.3056369539888033, 2.306092085646294, 2.3061856883580796, 8.266653728285156, 8.272350286017584, 8.307005044448697, 8.507535074846668, 8.549723537393115, 8.66727704155665, 8.698867587939102, 8.852091135765473, 9.162970616495018, 9.165055666282495, 9.16921909388225, 9.186898795839525, 9.767868541091191, 9.858290962540643, 9.98948094018435, 10.129499259125833, 10.140656409463656, 10.457048322771568, 10.635246492904527, 11.52590404501555, 12.293979913558735, 12.610855091646714, 13.544871126284695, 13.63561385996922, 14.08247889783499, 15.044120096954831, 15.249039546961994, 15.557519799832106, 15.572817324208856, 16.063477541517607, 16.773882814665967, 19.58137272293885, 19.899534607590653, 26.15418755226948, 26.99677809255403","1.6101765742371916, 1.6102634805076914, 1.6112094322424926, 1.611509135539604, 1.6119165918797236, 7.468907869247155, 7.591743996992655, 8.413108236671757, 8.792481681204956, 8.973762257063576",4.0,"0.10250917637589185, 0.0038201147305049303, 0.2873220136617785, 0.0038202148443564968, 0.1025284803874687","1.778956925760871, 0.030918208702591453, 1.3802882778612968, 0.030919281438062586, 1.77891730623718","0.7827874713433804, 0.0013989456402143724, 0.3989498309980742, 0.0013990326338003507, 0.7827484935280995"
-4.775510204081633,"2.3032335415697682, 2.3035826133020247, 2.303692264147062, 2.3038892607839516, 2.304132550888592, 2.3041887533540004, 2.3048146986826654, 2.304997255864022, 2.3052328253736456, 2.3052340046590047, 8.315977777780425, 8.375642471945826, 8.376204667030798, 8.697563479042467, 8.754656357473309, 8.857104755694431, 9.14157243856421, 9.159276059030622, 9.164362422023075, 10.234928792308537, 10.52277282822244, 10.52561510852248, 10.571627169833269, 10.581434486152778, 10.584221618503234, 10.673220225515648, 10.861581724718967, 11.90803936012152, 11.92561444474161, 14.048253681095135, 14.156250280301137, 16.063807615422103, 16.187095843137854, 16.700428212288344, 16.818668259672872, 17.245120165444263, 17.556256658519978, 18.010568347713892, 19.23891137787917, 19.400002173042378, 21.060206853654392, 22.956931434025883, 23.60920625556235, 26.268130023174745, 27.631021115928547","1.609440417931671, 1.6100896152494313, 1.6105427585205359, 1.610984008661298, 1.6118481109885305, 7.62268804020904, 8.060264055279893, 8.447269699883334, 9.542246282473496, 9.88806936114634",-4.0,"0.0050935122912665, 0.23721165334577882, 0.015389743123754074, 0.2372115280035077, 0.005093563235693068","0.024233452251949877, 1.4917014790418759, 1.9681294694906453, 1.4917019767681068, 0.024233622447423712","0.00046197656152283307, 0.5015890631810539, 0.9681648701670957, 0.5015894312621191, 0.00046200656329377766"
-4.775510204081633,"2.303260026600968, 2.3035318860972755, 2.3036444207058424, 2.3039945012894076, 2.3041680390529677, 2.304246538224038, 2.304953023309458, 2.305056297941668, 2.3052985296999693, 2.3052997455862005, 8.293665722442277, 8.356785722517193, 8.357402715413878, 8.620656089973489, 8.682674546549212, 8.78538982921204, 9.191406031228135, 9.20735579106592, 9.213530953996543, 10.181042807296457, 10.476658049240756, 10.479479310602194, 10.533727494879724, 10.540982043553932, 10.541203440277506, 10.651799926299907, 10.836440016137818, 11.847496365780412, 11.866249996933039, 13.55000869566201, 13.614687754540284, 15.770286358531107, 15.878970659017662, 16.6175466044126, 16.6669262916809, 17.228495654169766, 17.395933798421638, 17.56396169800801, 19.037972179023395, 19.252095043885525, 20.5832075925486, 22.56290930597649, 23.155755922732776, 26.390855329284896, 27.631021115928547","1.6094406318866736, 1.610116693163494, 1.6104947266646268, 1.6110979336871687, 1.6119066751518867, 7.600383283054187, 7.988263144455481, 8.496896446174397, 9.48844406274882, 9.847633593757108",-3.836734693877551,"0.005439085958114712, 0.2362471151007811, 0.016627602894376647, 0.2362471126689502, 0.005439083377777598","0.025526337836750373, 1.491695593746362, 1.9655561254333924, 1.4916955949937445, 0.02552634798975368","0.0004972634218581142, 0.5022280581565562, 0.9655980533297819, 0.5022280585830374, 0.0004972701760160245"
-4.775510204081633,"2.303288120446973, 2.303480866989275, 2.3035953476555666, 2.304115540522748, 2.3041479440380614, 2.304376129905357, 2.305105104970814, 2.3051316122725707, 2.30537850937683, 2.3053797932531688, 8.267294539524746, 8.334076902537866, 8.334766528502183, 8.539775504354695, 8.606379332784046, 8.70957110393111, 9.246396567829088, 9.259751203769074, 9.267492448813236, 10.123610515430906, 10.427133602844792, 10.429900643363673, 10.493898902958485, 10.49545840729207, 10.496147037768925, 10.632326602100708, 10.809851212809773, 11.787071892878211, 11.80719681831073, 13.093529323754096, 13.133972872964073, 15.468583556989497, 15.489305805015393, 16.416565291967487, 16.669454836829182, 17.129598784934842, 17.22265718654929, 17.268726133043135, 18.828010148943267, 19.093216939908224, 20.142331124121284, 22.19143382187506, 22.70325520596343, 26.626451568340027, 27.631021115928547","1.609440908429017, 1.6101456437190027, 1.6104454075426644, 1.6112274267205697, 1.6119792672409805, 7.574009112448407, 7.911932204505631, 8.551611149635656, 9.431118097455784, 9.802679213541307",-3.673469387755102,"0.005826635421059335, 0.2351664397970839, 0.018013747440191852, 0.23516663595853898, 0.005826541383125744","0.026949851515586352, 1.491714477685063, 1.962672517423111, 1.491713609883682, 0.026949543492556155","0.0005379479971654261, 0.502968606510799, 0.9627225438444748, 0.5029679807489548, 0.0005378923617242365"
-4.775510204081633,"2.303317474197994, 2.303431376359966, 2.3035462216865596, 2.304129687230387, 2.304255068158944, 2.3045241411006505, 2.3052179166758466, 2.3052830817167043, 2.3054766853381183, 2.3054781020002597, 8.236031471212796, 8.306625739318656, 8.307422011665178, 8.454672524487084, 8.525467071372137, 8.629350880616018, 9.306468719788016, 9.315918288952217, 9.32596999470557, 10.062247228015465, 10.373849471389894, 10.376527692248398, 10.445303275020375, 10.446888414314246, 10.452716604253093, 10.615834270768977, 10.78176644613477, 11.726505120235776, 11.7482898882443, 12.67167896652182, 12.697787940517012, 15.05805649983322, 15.161872239355956, 16.172931843173412, 16.70859626632758, 16.726053438241877, 17.17133201581297, 17.228889023451643, 18.60785986615804, 18.92105755769618, 19.73550075882692, 21.8399737871643, 22.239610665339253, 27.042384926709595, 27.631021115928547","1.6094412887508205, 1.610176526954742, 1.610395937911201, 1.611375268257415, 1.6120699039967599, 7.5427226035549175, 7.830949192820961, 8.61130366173884, 9.369876305529882, 9.752178506220181",-3.510204081632653,"0.0062626977294168015, 0.23395194784764167, 0.01957115552763755, 0.23395100222011184, 0.006263196675192391","0.02852258270575128, 1.491759463058794, 1.9594298721626833, 1.4917638298128248, 0.028524252259948493","0.0005849306719862575, 0.503825412259606, 0.9594900356656071, 0.5038284994855442, 0.0005852364223489393"
