U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
4.285714285714286,"2.345030141039347, 2.353679378894522, 2.3933902243804, 2.422274371558935, 2.4420990973381125, 2.4584637200571104, 2.4822206881182862, 2.4886227792014126, 2.493572563756725, 2.5341240870868145, 4.095978124695407, 4.3456259653464295, 4.368603341239738, 4.47708307197675, 4.55612582721825, 4.819994226051759, 4.833623959595245, 4.846312312690668, 5.113595664837155, 5.198608938526469, 5.409241816706205, 5.540867419008572, 5.694147632434889, 5.808201178000464, 5.8198653710952675, 5.9926232981155785, 6.355725643555811, 6.551742775994214, 6.839447293735178, 7.134251880944839, 7.380090859864194, 7.547465990851334, 7.701883542308621, 7.7958653991413644, 7.87120642881172, 8.269314726605375, 8.541972071973206, 8.604036390103268, 10.173425727333738, 10.175433974487811, 10.298147937784805, 10.328427061861305, 11.071294865754298, 11.542291087638135, 13.155134851796596","1.6545987095590073, 1.6839104207361253, 1.7013746662554194, 1.719528597981126, 1.7517658148348716, 3.615654498044498, 3.8387797355315443, 4.0666465300244585, 4.260671581538673, 4.771531294488859",0.8979591836734694,"0.22308026782159035, -0.09980714195597343, 0.2534537482687669, -0.09980714195597218, 0.22308026782158827","1.0680554790730716, 0.9388745593893102, 0.9861399230752366, 0.9388745593893097, 1.0680554790730712","0.11833883182466554, 0.09178449826423211, 0.09247095112913468, 0.09178449826423217, 0.11833883182466577"
4.285714285714286,"2.340542742861651, 2.3502964870137126, 2.3872015923499705, 2.410150963261749, 2.4308812077045627, 2.4464872960636597, 2.4676901399824307, 2.474125572337189, 2.478241389991359, 2.514375983456816, 4.156842581520659, 4.4099565654907025, 4.455804558599627, 4.561142143052694, 4.627861738994258, 4.901708985454538, 4.91736832881949, 4.928876149998393, 5.185872789298373, 5.259666673184752, 5.464439490914781, 5.621879077232699, 5.795200431674419, 5.919819929414953, 5.923298415742384, 6.061747840946852, 6.435706342477128, 6.651186921322466, 7.007833699144567, 7.277769415050584, 7.498298333676776, 7.683107660627, 7.8776513808541875, 7.918928155878862, 8.046853321140564, 8.488969329521739, 8.666326724876075, 8.707915026335577, 9.695041094504315, 10.123077278842203, 10.479418068862325, 10.512225451374754, 10.781651848128247, 11.430706467657807, 13.246426414218181","1.6496477849936257, 1.6769456922651467, 1.6943795114285898, 1.7126262195522486, 1.7393533443793527, 3.697461845353222, 3.8921695263610987, 4.150244277432574, 4.360277130657747, 4.895924765506451",1.0612244897959184,"0.2181978303046272, -0.09623543591610828, 0.25607521122296567, -0.09623543591610773, 0.21819783030462353","1.0878947631025158, 0.9196017245798358, 0.9850070246352985, 0.9196017245798354, 1.0878947631025175","0.13629926314631433, 0.09049112737584566, 0.09522039826883799, 0.09049112737584489, 0.13629926314631527"
4.285714285714286,"2.3359228013995543, 2.3467912796083894, 2.3807333615103192, 2.397648551906182, 2.418853146310062, 2.433818240303806, 2.4526719636128624, 2.4586834519654808, 2.462009692101936, 2.493627212217403, 4.228197730559769, 4.484647251182321, 4.559629607226459, 4.661691052743098, 4.713077628960701, 4.984933029669232, 4.997505143413209, 5.056670513042287, 5.263238083868551, 5.328976958656692, 5.526099423056935, 5.716657696898524, 5.914332898944852, 6.04838852245193, 6.05640393371726, 6.14143921015382, 6.526212435468944, 6.764548544696567, 7.202135821074136, 7.446848451349404, 7.626433889752721, 7.8419369007935975, 8.052247565893573, 8.073628923952988, 8.252192465801839, 8.741866498873584, 8.7807859653547, 8.806668218877412, 9.302127159004277, 9.89951895952597, 10.443954932834876, 10.692416045873081, 10.728079716486064, 11.433086948822494, 13.297621631084697","1.6446565245714313, 1.6696529982726056, 1.6873101660384435, 1.7050725980084371, 1.7261744497703784, 3.794400455150829, 3.9550243813996824, 4.243785708871942, 4.4762486580744625, 5.038209221394135",1.2244897959183674,"0.21238437021764817, -0.09209982737395206, 0.259430914312607, -0.09209982737395328, 0.21238437021764983","1.1112421241292094, 0.8962441850595853, 0.9850273816224095, 0.896244185059585, 1.111242124129209","0.15762810044702927, 0.08856742976536394, 0.0985362025715284, 0.08856742976536412, 0.15762810044702916"
4.285714285714286,"2.3313222003780414, 2.343257438706744, 2.3741002023473756, 2.3849624036816497, 2.4061303441412893, 2.4205939079736822, 2.4374430543234595, 2.4424999808813417, 2.445076475923426, 2.472162853309365, 4.311440973385959, 4.571059365415355, 4.682993400605246, 4.781490508373451, 4.81450446617096, 5.086701192702371, 5.087415362243134, 5.206756413223531, 5.344250083020516, 5.40813704184592, 5.595069557216169, 5.82892893323056, 6.055574514711458, 6.210874466141214, 6.216192172385359, 6.233564764097621, 6.627118222487579, 6.8910869309333025, 7.4276088247870975, 7.646501464761271, 7.763354751120572, 8.028958674595337, 8.174019024062096, 8.285351547186256, 8.493116294558325, 8.707460803847002, 8.96365460138783, 9.034274504845557, 9.103149387078123, 9.565631739196172, 10.13432896248695, 10.942718009482125, 10.981594615162347, 11.4901892251818, 13.293519505276338","1.63969311300507, 1.662152420945871, 1.6802606055199885, 1.6969321826906039, 1.712471498771689, 3.9090180756448096, 4.0284109223477556, 4.348572960895387, 4.61074417061645, 5.201510064398896",1.3877551020408163,"0.2055935128081286, -0.08735360153628938, 0.2635201774563204, -0.0873536015362898, 0.20559351280813004","1.1386528627253192, 0.8679816221183323, 0.9867310303126973, 0.8679816221183321, 1.1386528627253187","0.18284436056738956, 0.0858607674516291, 0.10265296853230035, 0.08586076745162938, 0.18284436056738942"
4.285714285714286,"2.3269361259052634, 2.3398109245470327, 2.3674812678251542, 2.372375592172373, 2.3929484605685953, 2.4070387054119187, 2.4223721177310713, 2.425903424439399, 2.4277791243293136, 2.450418111344659, 4.407832916313708, 4.670206306655334, 4.828612595502187, 4.923026304519691, 4.935084320629657, 5.187460939745275, 5.210877698674791, 5.382345878421336, 5.427675174699358, 5.498885019247319, 5.6717893716439445, 5.963221458287036, 6.223720778230871, 6.34025670819794, 6.390423479827746, 6.436451034532364, 6.73651055737947, 7.023460609215422, 7.690025760755426, 7.880899470735283, 7.905253168536538, 8.164931883089936, 8.249961051578936, 8.500723744642766, 8.609675998873273, 8.77642943375175, 9.043207439168299, 9.140910412410971, 9.200928538145956, 9.373311372546226, 9.949220899005109, 11.236608804814859, 11.279136482511088, 11.523619138148584, 13.225883971113936","1.6348481613099821, 1.6546274679692679, 1.673363364132552, 1.6883329830282858, 1.6986073200615752, 4.043764495148109, 4.113016908367611, 4.465752719175114, 4.76507211555822, 5.389058324036958",1.5510204081632653,"0.19783776983483586, -0.08197810571558084, 0.26828067176148856, -0.08197810571558053, 0.19783776983483686","1.170605260632891, 0.8340066530588651, 0.9907761726164886, 0.8340066530588646, 1.17060526063289","0.21239168156508656, 0.0822269817125785, 0.107883900266995, 0.08222698171257892, 0.21239168156508656"
4.285714285714286,"2.3229858864906374, 2.336578685935711, 2.3602566126042346, 2.361116537507027, 2.3797043410021224, 2.39347324147764, 2.407880340636863, 2.4093523370233854, 2.410605194582185, 2.428982362403725, 4.518247513793086, 4.782263617075376, 4.998144156537282, 5.0776117087169395, 5.087753567598866, 5.297546079032616, 5.361501415914045, 5.513241306399745, 5.585432543265878, 5.603012758171566, 5.7558460962409415, 6.124742538280173, 6.424107489924893, 6.463878864283188, 6.598727618790549, 6.724964335854088, 6.849555138475468, 7.13378681704074, 7.972083130392966, 7.9948133600203475, 8.046837991608538, 8.16058386351863, 8.51131440069562, 8.682744896596002, 8.689814764798115, 8.863647269510562, 8.96375717634562, 9.10956938517425, 9.35853473122901, 9.766802672045579, 9.941139366768452, 11.51113152515388, 11.580879223490546, 11.62769290662057, 13.105738956408292","1.6302341365554762, 1.6473230853464913, 1.6667882193846524, 1.679477115058678, 1.6850596193029883, 4.200484764373461, 4.208739819865192, 4.596028766557472, 4.93856572233687, 5.603750393270918",1.7142857142857142,"0.18922051575500592, -0.07600299507603925, 0.27356495864206887, -0.07600299507603922, 0.18922051575500373","1.2073672655729806, 0.7936791254996083, 0.997907217854823, 0.7936791254996081, 1.2073672655729815","0.2465122939692042, 0.07756282204161871, 0.11461363699317689, 0.07756282204161863, 0.24651229396920515"
4.285714285714286,"2.3196783255040496, 2.333677001981076, 2.3490286695990337, 2.3552734610775508, 2.366957634062453, 2.3802998247362077, 2.3934039929101516, 2.3941628841384808, 2.3943751735852223, 2.408559191003662, 4.642855577365877, 4.905932343686938, 5.190583781411322, 5.2440493843373694, 5.274825509373201, 5.417212902202584, 5.542159445832041, 5.601950857301039, 5.722305395434108, 5.814554226863247, 5.845359368211664, 6.318870280806561, 6.6070467658305, 6.662021132887435, 6.838630159528562, 6.95877061614507, 7.100690421236702, 7.150029784137482, 7.845734338843202, 8.185060419223056, 8.345177685291292, 8.467730163942697, 8.515848517229625, 8.662482560170417, 8.819819229634152, 8.879150225609793, 9.075790880203288, 9.499933823475379, 9.640022569074613, 10.035676725431573, 10.223092236639175, 11.490395750009636, 11.982568216330444, 12.034650759598131, 12.961998947351933","1.6259783439004956, 1.6405218990802397, 1.6607237560132746, 1.670634469498581, 1.6723758866981508, 4.314225199212478, 4.379653490190375, 4.739309626879948, 5.127027802407739, 5.847482035858401",1.8775510204081634,"0.1799626340241543, -0.06952564029117986, 0.27912601253405045, -0.06952564029117933, 0.1799626340241542","1.2488232798166865, 0.7467512111317846, 1.008851018103058, 0.7467512111317836, 1.248823279816686","0.2850845070628408, 0.0718496546118311, 0.12326076283338566, 0.07184965461183122, 0.2850845070628413"
4.285714285714286,"2.317143215746523, 2.331183742970086, 2.3391031780096876, 2.350175667632857, 2.3553509630800593, 2.36795348694854, 2.3786331703349837, 2.3790926870407434, 2.382180153802063, 2.3898677174796967, 4.780827753588045, 5.0379273535296925, 5.399700893309066, 5.434408907725284, 5.478074697451546, 5.547541614723642, 5.695745107573487, 5.7548596979894, 5.858668158012615, 5.9363349980822315, 6.060361610608544, 6.549424875923087, 6.772882813297938, 6.941486259690124, 7.032999455303425, 7.060302176508307, 7.110800450953432, 7.587170927979851, 7.847355442774723, 8.22889144182761, 8.377621474130896, 8.610363897385518, 8.738981703703377, 8.806835578664426, 8.99217465601617, 9.183563419829133, 9.358078159636701, 9.953653745431266, 9.999976461252913, 10.148110087274082, 10.751149257678358, 11.525030454824837, 12.449291366695237, 12.507669755035439, 12.829675109118083","1.622207496899514, 1.6344938525698995, 1.6553362340122488, 1.661080707180881, 1.6621102971742472, 4.426618349529798, 4.5794775428229855, 4.8944268221868725, 5.321356040909381, 6.120386398675104",2.0408163265306123,"0.17040657092969286, -0.06271965333257587, 0.2846261648057673, -0.06271965333257523, 0.17040657092969103","1.2943082402938701, 0.6936189388455718, 1.0241456417211159, 0.6936189388455718, 1.2943082402938713","0.32746865748818027, 0.06519656095763281, 0.13419922966735848, 0.06519656095763281, 0.32746865748818127"
4.285714285714286,"2.315369887875487, 2.329114947323459, 2.3307880571577915, 2.345453697861054, 2.3459115676140345, 2.3568224288781576, 2.3655136400864194, 2.365930301482831, 2.371479772114851, 2.373498059477613, 4.930212422277966, 5.17317853147236, 5.611046375978745, 5.645178303283198, 5.659753309580928, 5.717216921047037, 5.796806959242902, 5.998289614126049, 6.014680785421416, 6.022668841396607, 6.298564801057186, 6.785332712823975, 6.901124857996466, 6.965821196335931, 7.16903000395323, 7.2628762549746755, 7.4118537322787255, 7.898730788843033, 8.073714693029327, 8.213189220272474, 8.550499584773496, 8.669195761066264, 9.094228943055915, 9.149373694736232, 9.165354698625068, 9.618066958242874, 9.73592703525208, 10.246436221629764, 10.420151518253203, 10.473715429742471, 11.36203682416822, 11.670699276314316, 12.740597845163288, 12.993727510174374, 13.055122049405766","1.6190249549476823, 1.6294297744693769, 1.6507140343383273, 1.6515536886427726, 1.6541891681514802, 4.541949604939539, 4.795264978980686, 5.05913558319332, 5.507926126316164, 6.420223040136133",2.204081632653061,"0.16098066475358686, -0.05582131983841468, 0.28968131016965576, -0.05582131983841518, 0.16098066475358758","1.34253642354402, 0.635495028711403, 1.0439370954891563, 0.6354950287114034, 1.3425364235440207","0.37244363395407437, 0.05786026555979827, 0.14764557265986764, 0.057860265559798216, 0.37244363395407437"
4.285714285714286,"2.3141857198516163, 2.3242058525185527, 2.327415000520798, 2.337598032391012, 2.342375686706689, 2.347165066779394, 2.354309356691773, 2.3549751802907717, 2.3597737297294925, 2.362291213293891, 5.088143234534366, 5.306304913373006, 5.80049824381738, 5.801988456650936, 5.867782751324057, 5.906886547522163, 5.934365970290498, 6.098333368146922, 6.194460119883155, 6.265625136828005, 6.48930247610435, 6.690257842461736, 7.157495041413166, 7.193176253748625, 7.323267329219926, 7.618548475318302, 7.732336732042373, 7.993039931928764, 8.009045124834268, 8.785540760790981, 8.788007291955445, 8.996545415077293, 9.214649149876925, 9.508120251781916, 9.60443512879563, 10.177461644237876, 10.179829794386498, 10.358131685042554, 10.849122911788795, 11.057462988603776, 11.973835588365528, 12.072459995690423, 12.720765887226573, 13.668331367025074, 13.68798548379401","1.6164863076815812, 1.6253883685792645, 1.6439290197620873, 1.6468257750150965, 1.6470766365162073, 4.656385950160165, 5.019672062660115, 5.230536802538609, 5.672535704836098, 6.742023149895627",2.36734693877551,"0.15212240414719114, -0.04909075795893039, 0.29393670762347773, -0.04909075795893056, 0.15212240414719191","1.3917131556209466, 0.5743723923008242, 1.0678289041564584, 0.5743723923008244, 1.3917131556209454","0.4183155837111785, 0.050219232403946955, 0.16354839145909034, 0.050219232403947066, 0.4183155837111776"
4.285714285714286,"2.3133171502617036, 2.31926586164938, 2.3259652775745603, 2.331785789589801, 2.339063424607428, 2.339286592599432, 2.3450339734917405, 2.3462492555428955, 2.3486914742936214, 2.354479373578433, 5.251388406574675, 5.433930552256823, 5.936995771248201, 5.951974907544025, 6.026877687826122, 6.089616400966496, 6.152586210804411, 6.16201357763411, 6.4026461685361795, 6.543134652943731, 6.574007181571312, 6.607738400698837, 7.466599283507053, 7.511763306704814, 7.54464732918199, 7.9870041567208885, 8.055732414043897, 8.07314581178233, 8.173087469536918, 8.903320900104944, 9.053473904125175, 9.383233981458211, 9.824092616154738, 9.894434912987787, 10.033506961896613, 10.417856968387708, 10.744460103884961, 11.098769361282587, 11.226928807176352, 11.693695203327978, 12.453346325672891, 12.79211063200803, 12.842974433602118, 14.42450578587976, 14.980378754059767","1.6145830455168706, 1.622288973530787, 1.6380747721881939, 1.640868537161865, 1.6435254824672108, 4.767839518667773, 5.2442116414139575, 5.405783627516203, 5.807018711013754, 7.0777517396296545",2.5306122448979593,"0.14418646401638668, -0.04276038888677558, 0.29714784974077707, -0.04276038888677587, 0.14418646401638807","1.4398415278620849, 0.5127185467118646, 1.0948798508521036, 0.5127185467118662, 1.4398415278620846","0.46320808863685065, 0.04269944324287049, 0.18153662525222822, 0.042699443242870706, 0.46320808863684915"
4.285714285714286,"2.3125223701080024, 2.3157094919186987, 2.3246163567145257, 2.3277003840119597, 2.3324357217444573, 2.3362093212268746, 2.3375002388224413, 2.3396418444721907, 2.339972695705425, 2.3478190601054663, 5.417022702412108, 5.556096827773333, 6.059380489214452, 6.072746448584682, 6.15671012932855, 6.219475857377948, 6.301379999080991, 6.363429354262746, 6.498695630164842, 6.637929182148038, 6.671528460141118, 6.812959685157898, 7.800132522788711, 7.80417988518934, 7.900377917968004, 8.271622437777745, 8.330950218411083, 8.360430164920606, 8.458144234087726, 9.000624120569276, 9.295922177329391, 9.639018913942111, 10.273962228098153, 10.42008597933315, 10.43441728165899, 10.614378667191914, 11.251413225163278, 11.554939082993497, 12.360045515203858, 12.411189102374127, 12.742987410267984, 12.97529392605902, 13.024455375251117, 15.299330303697523, 16.519052719728904","1.6132438363575459, 1.6199565897957666, 1.633668556405532, 1.6355611301030508, 1.6406113873820556, 4.876757160708152, 5.461551792799066, 5.582677109605799, 5.913348875172027, 7.415922879727156",2.693877551020408,"0.13737930965695083, -0.03699392407132007, 0.29922922882873815, -0.03699392407132042, 0.1373793096569515","1.4851159021735745, 0.45299397717330914, 1.1237802413062348, 0.45299397717331047, 1.4851159021735714","0.5054307718450686, 0.03568041392687665, 0.20096579160886416, 0.03568041392687663, 0.5054307718450661"
4.285714285714286,"2.31169701153643, 2.313203092836522, 2.3232379909803362, 2.324827432823469, 2.3270946160388326, 2.3314218561261963, 2.3325378508288597, 2.333191432184419, 2.335168258120382, 2.342075269451109, 5.582889580943113, 5.675512616589696, 6.1411360524011425, 6.208478603609137, 6.279647357360474, 6.2954958498883595, 6.464841978383992, 6.503067047180558, 6.566249078711762, 6.713050752403004, 6.888635549379902, 7.06163392465535, 8.058569389689373, 8.203034801427565, 8.312942150896957, 8.584635998888004, 8.609179287277586, 8.62599878180226, 8.838083987236411, 9.098540422463442, 9.46754365819898, 9.988706332243652, 10.520662099092084, 10.557856380560603, 10.793476557882254, 10.958993277491738, 11.72336001096783, 11.762924199352229, 11.882159766633896, 13.02273961554554, 13.283074270726512, 13.536982580800112, 13.562731081789458, 15.756488185470856, 16.38064568004773","1.6123551466040753, 1.6181905194706085, 1.630324111764469, 1.6310870217288238, 1.6379040603219803, 4.98542286598791, 5.667316034173734, 5.75983304512914, 6.0011855301898445, 7.742056150099509",2.857142857142857,"0.13174755111358993, -0.031872512831418814, 0.30024992343565726, -0.031872512831418745, 0.13174755111359093","1.5262328373830623, 0.3972003240783234, 1.15313367707723, 0.3972003240783246, 1.5262328373830638","0.5437678750432133, 0.029424288848579404, 0.22104878737473357, 0.029424288848579613, 0.5437678750432134"
4.285714285714286,"2.310854431589673, 2.311427968529332, 2.3217597595846455, 2.3226527210363197, 2.3228150227358206, 2.3265069660493833, 2.3279053922457256, 2.328666563155668, 2.33197068299994, 2.3370600994870276, 5.747667168337722, 5.795517133711394, 6.215947898493132, 6.345135678604584, 6.349034711600526, 6.441796979684172, 6.468279048731539, 6.698858818655363, 6.7547243394534435, 6.7628117847807205, 7.139697609311495, 7.285920268967398, 8.291704690742455, 8.675427373402743, 8.732041212311849, 8.800747614218544, 8.841351258340682, 8.957108137391222, 9.184544775243339, 9.332946006474216, 9.606858191638421, 10.060044357476706, 10.383532492563104, 10.784192183532564, 11.103295216523493, 11.39403511951621, 11.978369155996619, 12.155799767464305, 12.243327940882867, 13.642371575885903, 13.698850075394931, 13.93862902512946, 14.453849330965438, 16.26086100976806, 17.81525308961438","1.611791501585292, 1.616818174513144, 1.6273512498698834, 1.6276993570497384, 1.6352973515877514, 5.09643277212663, 5.8603692125995215, 5.93646073705464, 6.081707101964095, 8.041192837007051",3.020408163265306,"0.12721368016485374, -0.02740664265648407, 0.3003859249832589, -0.027406642656484473, 0.12721368016485562","1.5625093720169079, 0.34663138379002906, 1.1817184883861271, 0.3466313837900299, 1.5625093720169034","0.5775855520111943, 0.02405361346005616, 0.24101210118068156, 0.024053613460056276, 0.5775855520111906"
4.285714285714286,"2.3100374344672154, 2.3101323857161415, 2.3193828865693464, 2.320179336051374, 2.320817349509162, 2.3225087866619964, 2.323737542272386, 2.3252773999398104, 2.3290810974471388, 2.3326483719352167, 5.9106239899675295, 5.918474126239892, 6.295024834557535, 6.429501053302337, 6.483526969669686, 6.50368529895593, 6.593895130980986, 6.806778972437511, 6.8916159570553654, 6.955009254992065, 7.379743015768676, 7.4893248163820205, 8.508994487012156, 8.916767777833995, 9.008502736685836, 9.072334641455807, 9.213247509952552, 9.261974985217996, 9.435036180520044, 9.708681895806038, 9.832048600885402, 9.837440277131957, 10.794347194640059, 11.016118777580976, 11.371609069854049, 11.823827371432976, 12.460890908827805, 12.60510510835977, 12.635919286018165, 14.175506728495925, 14.18648070920003, 14.300297208426047, 15.26634945343925, 16.87604135391788, 20.07712099993727","1.6114411719492472, 1.6157163892983264, 1.6242538328993048, 1.6255469216808902, 1.632763119412834, 5.211503170706869, 6.041784699697957, 6.112032934731091, 6.163157772833246, 8.302153430634274",3.183673469387755,"0.1236308446353867, -0.023560003435896676, 0.2998583176010218, -0.0235600034358963, 0.12363084463538432","1.5938179169090292, 0.30186234220118974, 1.208639481779559, 0.30186234220118824, 1.5938179169090316","0.6067683911142645, 0.019572412854518738, 0.2602160900750234, 0.01957241285451865, 0.6067683911142682"
4.285714285714286,"2.309142647651444, 2.30927198012119, 2.316617790249815, 2.318542344152026, 2.319140797255033, 2.3192366328238654, 2.320401698675697, 2.3223979119999787, 2.326326903156523, 2.3287636646323726, 6.045281906812702, 6.071293782460986, 6.382723591312019, 6.518421252121424, 6.566771679885939, 6.6239199811805465, 6.750003382729914, 6.871765868966289, 7.082291218637874, 7.143961972392966, 7.6024863537026155, 7.676483749728611, 8.716838871706903, 8.98625102709719, 9.138761690504618, 9.25260676863933, 9.399266423990722, 9.512152219913432, 9.815533448893138, 9.871092341052357, 10.263886011257009, 10.366312466624827, 11.214463418950267, 11.268385745510482, 11.615922267471385, 12.206977992940182, 12.987883856605565, 13.033929405061796, 13.145003836443339, 14.642226337143937, 14.66583060861914, 14.69435373977225, 16.020238134981927, 17.517248221183376, 23.65244696364411","1.6112191573510106, 1.6148072664943403, 1.6216997966853897, 1.6237131388534907, 1.6303245688365902, 5.331109493946132, 6.213481461109374, 6.249800012870699, 6.286064869682556, 8.521034968180267",3.3469387755102042,"0.12083081481140084, -0.020272243421447456, 0.29888285722009544, -0.020272243421447296, 0.12083081481139896","1.6204236447736586, 0.26289750069865386, 1.2333577090553736, 0.2628975006986526, 1.620423644773663","0.6315662568283591, 0.015907370004751398, 0.2782113501242734, 0.01590737000475128, 0.6315662568283633"
4.285714285714286,"2.3083498921706225, 2.3085674009019104, 2.314376803221372, 2.3165468965460194, 2.316913263091953, 2.3175619713761484, 2.3176934270518808, 2.319939866665953, 2.32373042315495, 2.3253559793774974, 6.175651418178032, 6.229240907184252, 6.479518608948223, 6.6107396473422115, 6.654533379439523, 6.76597866346923, 6.908413219865151, 6.948590377931101, 7.270767463120105, 7.330018740871196, 7.805781610019417, 7.850883786558455, 8.91797437140939, 9.035997753223281, 9.245660042255793, 9.382349069096731, 9.418751968239896, 9.464844296019884, 10.384453765577474, 10.489270969276228, 10.787804715768187, 10.89181455598883, 11.547772576620591, 11.647571686920642, 11.849924442203106, 12.54764887957111, 13.416886045700426, 13.524220600915639, 13.811623243822584, 15.020046794595382, 15.1407016236974, 15.144981205555684, 16.70987253187714, 18.18444559138497, 20.83051588944514","1.6110683445921226, 1.6140440978324981, 1.6196026727311812, 1.6221124156024345, 1.628023590556839, 5.454726143515556, 6.3428331739905, 6.377283846491383, 6.458043201153256, 8.701407566191527",3.510204081632653,"0.11865426511632404, -0.017474849816810932, 0.29764116940097485, -0.017474849816810724, 0.11865426511632288","1.642811226151008, 0.22936951369262182, 1.25563852031274, 0.22936951369262165, 1.6428112261510082","0.6524323713726049, 0.012947912558442945, 0.2947384296094073, 0.012947912558442937, 0.652432371372606"
4.285714285714286,"2.307689972394168, 2.307925709303231, 2.3125495693229716, 2.314329865162579, 2.3153522778556823, 2.315469181341268, 2.3160760424971594, 2.3178264842111345, 2.321333010269569, 2.322384659324368, 6.308613690463646, 6.383955036880229, 6.584194478436925, 6.706196714338848, 6.759514437075923, 6.908948670717603, 7.034843458627417, 7.0675874321527115, 7.456489456105781, 7.5130489241770055, 7.99023575654575, 8.014754421069101, 9.082463467379451, 9.11251339638398, 9.340174934253147, 9.392827921544692, 9.504529906292701, 9.52172571378703, 10.909371621077009, 11.254635031884172, 11.325515084718155, 11.368281215990717, 11.867495569543406, 12.079922488970105, 12.102654453609727, 12.874445024863434, 13.78730951640029, 14.054258822310201, 14.570999153844978, 15.34526868900854, 15.607992846000121, 15.633659312501022, 17.32975996592577, 18.89669292642445, 20.453768263881432","1.6109541691790934, 1.61339814843828, 1.6178856381671665, 1.6206993916669579, 1.625897850333805, 5.581259214071251, 6.441695506868465, 6.534543999731994, 6.62744523144319, 8.851382866028318",3.673469387755102,"0.11696462890438164, -0.015100206511275256, 0.29627115521378944, -0.01510020651127502, 0.11696462890437936","1.6615490629025003, 0.20071716498258635, 1.2754675442298242, 0.20071716498258574, 1.6615490629025054","0.6698970013976175, 0.010575000025556312, 0.3096943995794211, 0.010575000025556268, 0.6698970013976223"
4.285714285714286,"2.3071260395085895, 2.307346290733937, 2.311051253258652, 2.312499262134406, 2.31362670647008, 2.313902914347461, 2.314695312317221, 2.316000259315815, 2.319161463095924, 2.3198098433979006, 6.44295039065416, 6.534830908167443, 6.69506105027626, 6.806777616874459, 6.87306982860726, 7.051897668666121, 7.127922945107484, 7.22621037723802, 7.6387894438752655, 7.692712822097865, 8.157931069231847, 8.169477121014578, 9.133223273383123, 9.298876401534075, 9.411907859294296, 9.429446277895982, 9.587071568685912, 9.625906480698344, 11.391359784322592, 11.763721362673829, 11.825222127633646, 12.157103471662454, 12.244208670609984, 12.30771976456358, 12.5802175843946, 13.210802474736395, 14.168512530049176, 14.564394837937275, 15.235282457977245, 15.646123052649395, 16.101178994033162, 16.156971920988408, 17.887063104538203, 19.67485539202793, 20.54578985863272","1.6108576492849263, 1.6128499453172507, 1.6164818538326051, 1.619448733557464, 1.6239706024908864, 5.709420776662547, 6.545057219572219, 6.686126971239601, 6.793783567079094, 8.98000475260013",3.836734693877551,"0.11565131011493646, -0.013085976554601461, 0.2948693328793265, -0.013085976554602016, 0.11565131011494073","1.6772023567417278, 0.17631325154058705, 1.2929687834353787, 0.17631325154058905, 1.67720235674172","0.6844868457787747, 0.008677571510393965, 0.32308859327910683, 0.008677571510394099, 0.6844868457787668"
4.285714285714286,"2.306636567616513, 2.3068271507281035, 2.3098162383239926, 2.3109855237387285, 2.3120908289304825, 2.3125892141192286, 2.3134313287863497, 2.3144178337647885, 2.3172240775111876, 2.3175902421102634, 6.577464886304505, 6.681182126998614, 6.8105418332860905, 6.911757401320242, 6.990525710605105, 7.193900512299962, 7.225497185147311, 7.383204997745869, 7.817028301956346, 7.868632153891955, 8.311482267210442, 8.315946676257607, 9.19066058832304, 9.461512302236821, 9.473470927347924, 9.51741883069417, 9.666687893754354, 9.747129119065349, 11.767418750304484, 12.082456792605866, 12.259073008107315, 12.5332875766501, 12.664877784618936, 13.041432422574438, 13.304594563174788, 13.55556162917802, 14.576104073498218, 15.041077067022314, 15.597178850870202, 15.955460128457576, 16.451250688013705, 16.777709727431265, 18.40028258407569, 20.542762040220335, 20.825879203538285","1.6107694064080054, 1.612384636521376, 1.6153343118313468, 1.618343509997441, 1.62224951792034, 5.837969037778064, 6.651409162063137, 6.832536880856859, 6.956641679596017, 9.094933484228395",4.0,"0.11462759757570667, -0.011376816071924804, 0.2934984369924323, -0.011376816071925151, 0.11462759757571078","1.6902869256574835, 0.1555430091530452, 1.3083401303789495, 0.15554300915304653, 1.6902869256574746","0.6966823388993328, 0.007159750868845634, 0.33500141064281136, 0.0071597508688457595, 0.6966823388993244"
